#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 09 14 20 43  90  7.7 10.3    MM    MM    MM  MM  997.6   4.4    MM   4.4   MM   MM    MM
2023 09 14 20 33  90  9.3 12.4    MM    MM    MM  MM  997.6   4.0    MM   4.0   MM   MM    MM
2023 09 14 20 24  90  8.2 12.9    MM    MM    MM  MM  997.8   3.9    MM   3.9   MM   MM    MM
2023 09 14 20 14  90  8.8 11.3    MM    MM    MM  MM  997.8   3.6    MM   3.6   MM   MM    MM
2023 09 14 20 04  90  9.3 11.3    MM    MM    MM  MM  998.0   3.6    MM   3.6   MM   MM    MM
2023 09 14 19 54  90  7.7 11.3    MM    MM    MM  MM  998.1   3.4    MM   3.4   MM   MM    MM
2023 09 14 19 44  80  7.7 10.3    MM    MM    MM  MM  998.1   3.2    MM   3.2   MM   MM    MM
2023 09 14 19 34  80  7.7  9.8    MM    MM    MM  MM  998.2   3.9    MM   3.9   MM   MM    MM
2023 09 14 19 24  80  7.2  9.3    MM    MM    MM  MM  998.3   4.3    MM   4.2   MM   MM    MM
2023 09 14 19 14  80  7.2  9.3    MM    MM    MM  MM  998.3   4.9    MM   4.6   MM   MM    MM
2023 09 14 19 04  80  6.7  9.3    MM    MM    MM  MM  998.4   5.2    MM   4.6   MM   MM    MM
2023 09 14 18 54  80  6.7  9.8    MM    MM    MM  MM  998.4   5.1    MM   4.6   MM   MM    MM
2023 09 14 18 44  80  6.2  8.2    MM    MM    MM  MM  998.5   4.9    MM   4.4   MM   MM    MM
2023 09 14 18 34  90  5.7  7.7    MM    MM    MM  MM  998.6   4.7    MM   4.3   MM   MM    MM
2023 09 14 18 24  90  6.2  7.7    MM    MM    MM  MM  998.7   4.4    MM   4.1   MM   MM    MM
2023 09 14 18 14  90  5.7  8.2    MM    MM    MM  MM  998.9   4.0    MM   3.7   MM   MM    MM
2023 09 14 18 04  90  5.7  7.7    MM    MM    MM  MM  999.0   3.8    MM   3.4   MM   MM    MM
2023 09 14 17 54  90  5.7  7.7    MM    MM    MM  MM  999.1   3.4    MM   3.1   MM   MM    MM
2023 09 14 17 44  90  5.7  7.2    MM    MM    MM  MM  999.2   3.1    MM   2.8   MM   MM    MM
2023 09 14 17 34  90  5.1  7.2    MM    MM    MM  MM  999.3   2.8    MM   2.7   MM   MM    MM
2023 09 14 17 24  90  4.1  5.1    MM    MM    MM  MM  999.4   2.2    MM   2.2   MM   MM    MM
2023 09 14 17 14  90  3.6  4.6    MM    MM    MM  MM  999.4   1.9    MM   1.9   MM   MM    MM
2023 09 14 17 04 100  4.1  4.6    MM    MM    MM  MM  999.4   1.7    MM   1.7   MM   MM    MM
2023 09 14 16 54 100  4.6  5.7    MM    MM    MM  MM  999.3   1.8    MM   1.8   MM   MM    MM
2023 09 14 16 44  90  5.1  6.2    MM    MM    MM  MM  999.4   1.7    MM   1.7   MM   MM    MM
2023 09 14 16 34  90  5.1  6.2    MM    MM    MM  MM  999.4   1.6    MM   1.6   MM   MM    MM
2023 09 14 16 24  90  4.6  5.7    MM    MM    MM  MM  999.5   1.5    MM   1.5   MM   MM    MM
2023 09 14 16 14 100  5.1  5.7    MM    MM    MM  MM  999.5   1.6    MM   1.6   MM   MM    MM
2023 09 14 16 04  90  5.1  6.2    MM    MM    MM  MM  999.6   1.5    MM   1.5   MM   MM    MM
2023 09 14 15 54  90  4.6  5.7    MM    MM    MM  MM  999.6   1.3    MM   1.3   MM   MM    MM
2023 09 14 15 44  90  4.1  5.1    MM    MM    MM  MM  999.6   1.3    MM   1.3   MM   MM    MM
2023 09 14 15 34  90  3.6  4.1    MM    MM    MM  MM  999.6   1.3    MM   1.3   MM   MM    MM
2023 09 14 15 24 100  3.1  3.1    MM    MM    MM  MM  999.8   0.9    MM   0.9   MM   MM    MM
2023 09 14 15 14 100  3.1  3.6    MM    MM    MM  MM  999.8   0.9    MM   0.9   MM   MM    MM
2023 09 14 15 04  90  3.1  3.6    MM    MM    MM  MM  999.9   0.7    MM   0.7   MM   MM    MM
2023 09 14 14 54  90  3.1  3.6    MM    MM    MM  MM  999.8   0.7    MM   0.7   MM   MM    MM
2023 09 14 14 44 100  3.1  3.1    MM    MM    MM  MM  999.9   0.6    MM   0.6   MM   MM    MM
2023 09 14 14 34 100  2.6  3.1    MM    MM    MM  MM  999.9   0.7    MM   0.7   MM   MM    MM
2023 09 14 14 24 100  3.1  3.6    MM    MM    MM  MM 1000.0   0.7    MM   0.7   MM   MM    MM
2023 09 14 14 14 100  3.6  3.6    MM    MM    MM  MM 1000.1   0.9    MM   0.9   MM   MM    MM
2023 09 14 14 04 100  3.1  3.6    MM    MM    MM  MM 1000.2   1.0    MM   1.0   MM   MM    MM
2023 09 14 13 54 110  3.6  4.6    MM    MM    MM  MM 1000.2   1.3    MM   1.2   MM   MM    MM
2023 09 14 13 44 110  3.6  4.1    MM    MM    MM  MM 1000.2   1.3    MM   1.3   MM   MM    MM
2023 09 14 13 34 120  3.6  3.6    MM    MM    MM  MM 1000.3   1.3    MM   1.3   MM   MM    MM
2023 09 14 13 24 120  3.6  3.6    MM    MM    MM  MM 1000.4   1.4    MM   1.4   MM   MM    MM
2023 09 14 13 14 120  3.6  3.6    MM    MM    MM  MM 1000.4   1.4    MM   1.4   MM   MM    MM
2023 09 14 13 04 120  3.6  4.1    MM    MM    MM  MM 1000.5   1.5    MM   1.5   MM   MM    MM
2023 09 14 12 54 110  4.1  4.1    MM    MM    MM  MM 1000.5   1.6    MM   1.6   MM   MM    MM
2023 09 14 12 44 110  4.1  4.6    MM    MM    MM  MM 1000.6   1.7    MM   1.7   MM   MM    MM
2023 09 14 12 34 100  4.1  4.1    MM    MM    MM  MM 1000.7   2.1    MM   2.1   MM   MM    MM
2023 09 14 12 24 100  4.1  4.6    MM    MM    MM  MM 1000.7   2.1    MM   2.1   MM   MM    MM
2023 09 14 12 14 100  3.6  4.1    MM    MM    MM  MM 1000.8   2.2    MM   2.1   MM   MM    MM
2023 09 14 12 04 110  4.6  4.6    MM    MM    MM  MM 1000.8   2.6    MM   2.3   MM   MM    MM
2023 09 14 11 54 110  4.6  4.6    MM    MM    MM  MM 1000.8   2.8    MM   2.4   MM   MM    MM
2023 09 14 11 44 110  4.6  4.6    MM    MM    MM  MM 1000.9   2.7    MM   2.7   MM   MM    MM
2023 09 14 11 34 110  4.6  5.1    MM    MM    MM  MM 1000.9   3.0    MM   2.8   MM   MM    MM
2023 09 14 11 24 100  5.1  5.1    MM    MM    MM  MM 1001.0   3.2    MM   2.9   MM   MM    MM
2023 09 14 11 14 100  5.1  5.1    MM    MM    MM  MM 1001.1   3.4    MM   3.0   MM   MM    MM
2023 09 14 11 04 100  5.1  5.1    MM    MM    MM  MM 1001.1   3.7    MM   3.1   MM   MM    MM
2023 09 14 10 54 100  5.1  5.7    MM    MM    MM  MM 1001.2   3.9    MM   3.0   MM   MM    MM
2023 09 14 10 44 100  5.7  6.2    MM    MM    MM  MM 1001.3   3.9    MM   2.9   MM   MM    MM
2023 09 14 10 34  90  4.6  5.7    MM    MM    MM  MM 1001.4   3.8    MM   2.7   MM   MM    MM
2023 09 14 10 24 100  4.6  5.1    MM    MM    MM  MM 1001.5   3.8    MM   2.6   MM   MM    MM
2023 09 14 10 14 100  4.6  5.7    MM    MM    MM  MM 1001.6   3.9    MM   2.5   MM   MM    MM
2023 09 14 10 04 100  4.6  5.1    MM    MM    MM  MM 1001.7   3.6    MM   2.5   MM   MM    MM
2023 09 14 09 54 100  4.1  4.6    MM    MM    MM  MM 1001.7   3.7    MM   2.6   MM   MM    MM
2023 09 14 09 44 110  4.1  5.1    MM    MM    MM  MM 1001.8   3.9    MM   2.7   MM   MM    MM
2023 09 14 09 34 110  3.6  5.1    MM    MM    MM  MM 1001.9   3.8    MM   2.9   MM   MM    MM
2023 09 14 09 24 110  3.1  4.1    MM    MM    MM  MM 1001.9   3.6    MM   2.9   MM   MM    MM
2023 09 14 09 14 120  3.1  5.7    MM    MM    MM  MM 1001.9   3.9    MM   3.0   MM   MM    MM
2023 09 14 09 04 110  3.6  5.7    MM    MM    MM  MM 1001.8   4.0    MM   3.2   MM   MM    MM
2023 09 14 08 54 120  4.1  5.7    MM    MM    MM  MM 1001.8   4.2    MM   3.4   MM   MM    MM
2023 09 14 08 44 120  4.1  5.7    MM    MM    MM  MM 1001.8   4.2    MM   3.5   MM   MM    MM
2023 09 14 08 34 110  3.6  5.7    MM    MM    MM  MM 1001.8   4.4    MM   3.6   MM   MM    MM
2023 09 14 08 25 110  4.1  5.1    MM    MM    MM  MM 1001.8   4.7    MM   3.8   MM   MM    MM
2023 09 14 08 24 110  4.1  5.1    MM    MM    MM  MM 1001.8   4.7    MM   3.8   MM   MM    MM
2023 09 14 08 04 120  4.1  5.1    MM    MM    MM  MM 1001.8   4.6    MM   4.1   MM   MM    MM
2023 09 14 07 54 120  4.6  5.7    MM    MM    MM  MM 1001.8   4.6    MM   4.2   MM   MM    MM
2023 09 14 07 44 110  5.7  6.2    MM    MM    MM  MM 1001.6   4.8    MM   4.4   MM   MM    MM
2023 09 14 07 34 110  5.7  6.7    MM    MM    MM  MM 1001.6   5.0    MM   4.4   MM   MM    MM
2023 09 14 07 24 100  5.7  6.7    MM    MM    MM  MM 1001.6   5.1    MM   4.4   MM   MM    MM
2023 09 14 07 14 110  5.1  6.2    MM    MM    MM  MM 1001.7   5.0    MM   4.4   MM   MM    MM
2023 09 14 06 54 110  4.1  5.1    MM    MM    MM  MM 1001.8   5.1    MM   4.4   MM   MM    MM
2023 09 14 06 44 100  4.6  5.7    MM    MM    MM  MM 1001.7   5.1    MM   4.5   MM   MM    MM
2023 09 14 06 34 100  4.1  5.7    MM    MM    MM  MM 1001.8   5.2    MM   4.6   MM   MM    MM
2023 09 14 06 24  90  4.6  5.1    MM    MM    MM  MM 1001.8   5.3    MM   4.6   MM   MM    MM
2023 09 14 06 14  90  3.1  3.6    MM    MM    MM  MM 1001.9   5.1    MM   4.5   MM   MM    MM
2023 09 14 06 04  90  3.1  3.6    MM    MM    MM  MM 1001.8   5.1    MM   4.6   MM   MM    MM
2023 09 14 05 54  90  3.6  5.7    MM    MM    MM  MM 1001.7   5.2    MM   4.5   MM   MM    MM
2023 09 14 05 44  90  5.1  6.2    MM    MM    MM  MM 1001.5   5.2    MM   4.6   MM   MM    MM
2023 09 14 05 34  90  4.1  5.7    MM    MM    MM  MM 1001.5   5.2    MM   4.8   MM   MM    MM
2023 09 14 05 24  90  3.6  5.1    MM    MM    MM  MM 1001.5   5.3    MM   5.1   MM   MM    MM
2023 09 14 05 14 100  4.1  5.1    MM    MM    MM  MM 1001.4   5.7    MM   5.2   MM   MM    MM
2023 09 14 05 04  90  4.1  5.1    MM    MM    MM  MM 1001.4   6.1    MM   5.2   MM   MM    MM
2023 09 14 04 54  90  4.1  4.6    MM    MM    MM  MM 1001.4   6.1    MM   5.3   MM   MM    MM
2023 09 14 04 44 100  4.1  4.6    MM    MM    MM  MM 1001.4   6.1    MM   5.6   MM   MM    MM
2023 09 14 04 34 100  4.1  4.6    MM    MM    MM  MM 1001.4   6.4    MM   5.7   MM   MM    MM
2023 09 14 04 24  80  3.6  4.6    MM    MM    MM  MM 1001.3   6.8    MM   5.7   MM   MM    MM
2023 09 14 04 14  70  3.6  4.6    MM    MM    MM  MM 1001.2   7.2    MM   6.0   MM   MM    MM
2023 09 14 04 04  80  3.1  4.1    MM    MM    MM  MM 1001.3   7.5    MM   6.0   MM   MM    MM
2023 09 14 03 54  80  2.6  4.1    MM    MM    MM  MM 1001.2   7.7    MM   6.1   MM   MM    MM
2023 09 14 03 44  90  2.1  2.6    MM    MM    MM  MM 1001.3   7.7    MM   5.9   MM   MM    MM
2023 09 14 03 34  90  2.1  2.6    MM    MM    MM  MM 1001.3   7.9    MM   5.6   MM   MM    MM
2023 09 14 03 24  80  1.5  2.1    MM    MM    MM  MM 1001.2   8.1    MM   5.9   MM   MM    MM
2023 09 14 03 14  70  2.6  3.1    MM    MM    MM  MM 1001.2   8.2    MM   5.4   MM   MM    MM
2023 09 14 03 04  70  2.1  3.1    MM    MM    MM  MM 1001.2   8.8    MM   5.1   MM   MM    MM
2023 09 14 02 54 350  0.5  1.0    MM    MM    MM  MM 1001.2   9.1    MM   3.6   MM   MM    MM
2023 09 14 02 44 300  1.0  1.5    MM    MM    MM  MM 1001.3   9.2    MM   3.6   MM   MM    MM
2023 09 14 02 34 300  1.5  2.1    MM    MM    MM  MM 1001.3   9.2    MM   3.4   MM   MM    MM
2023 09 14 02 24 290  1.5  2.1    MM    MM    MM  MM 1001.4   9.2    MM   3.5   MM   MM    MM
2023 09 14 02 14 290  2.1  2.6    MM    MM    MM  MM 1001.4   9.1    MM   3.5   MM   MM    MM
2023 09 14 02 04 290  2.6  3.6    MM    MM    MM  MM 1001.4   9.1    MM   3.0   MM   MM    MM
2023 09 14 01 54 290  3.1  4.1    MM    MM    MM  MM 1001.4   9.1    MM   2.9   MM   MM    MM
2023 09 14 01 44 290  3.6  4.6    MM    MM    MM  MM 1001.4   9.2    MM   2.9   MM   MM    MM
2023 09 14 01 34 290  3.1  4.1    MM    MM    MM  MM 1001.4   9.2    MM   3.3   MM   MM    MM
2023 09 14 01 24 280  3.1  4.1    MM    MM    MM  MM 1001.3   9.2    MM   3.3   MM   MM    MM
2023 09 14 01 14 290  4.1  5.1    MM    MM    MM  MM 1001.3   9.1    MM   3.3   MM   MM    MM
2023 09 14 01 04 290  3.6  5.1    MM    MM    MM  MM 1001.3   9.2    MM   3.4   MM   MM    MM
2023 09 14 00 54 280  3.6  4.1    MM    MM    MM  MM 1001.2   9.1    MM   3.6   MM   MM    MM
2023 09 14 00 44 280  3.6  5.1    MM    MM    MM  MM 1001.3   9.1    MM   3.3   MM   MM    MM
2023 09 14 00 34 280  3.6  5.1    MM    MM    MM  MM 1001.3   9.0    MM   4.1   MM   MM    MM
2023 09 14 00 24 280  3.1  4.6    MM    MM    MM  MM 1001.3   8.9    MM   4.6   MM   MM    MM
2023 09 14 00 14 280  3.6  4.6    MM    MM    MM  MM 1001.3   8.9    MM   4.7   MM   MM    MM
2023 09 13 23 54 280  4.1  6.2    MM    MM    MM  MM 1001.3   8.9    MM   4.7   MM   MM    MM
2023 09 13 23 44 280  5.1  6.2    MM    MM    MM  MM 1001.3   8.9    MM   4.2   MM   MM    MM
2023 09 13 23 34 280  4.6  6.7    MM    MM    MM  MM 1001.3   8.9    MM   4.3   MM   MM    MM
2023 09 13 23 24 280  5.1  6.7    MM    MM    MM  MM 1001.2   8.9    MM   3.9   MM   MM    MM
2023 09 13 23 14 280  5.7  7.7    MM    MM    MM  MM 1001.1   8.9    MM   4.1   MM   MM    MM
2023 09 13 23 04 280  5.7  7.2    MM    MM    MM  MM 1001.0   8.9    MM   4.4   MM   MM    MM
2023 09 13 22 54 280  6.2  7.7    MM    MM    MM  MM 1001.0   8.8    MM   4.4   MM   MM    MM
2023 09 13 22 44 270  5.1  7.2    MM    MM    MM  MM 1001.0   8.6    MM   4.6   MM   MM    MM
2023 09 13 22 34 270  5.1  7.2    MM    MM    MM  MM 1000.9   8.5    MM   5.2   MM   MM    MM
2023 09 13 22 24 260  5.7  7.2    MM    MM    MM  MM 1001.0   8.5    MM   5.3   MM   MM    MM
2023 09 13 22 14 270  5.1  7.2    MM    MM    MM  MM 1000.9   8.4    MM   5.1   MM   MM    MM
2023 09 13 22 04 260  5.1  7.2    MM    MM    MM  MM 1000.9   8.3    MM   5.3   MM   MM    MM
2023 09 13 21 54 270  5.1  6.7    MM    MM    MM  MM 1000.9   8.1    MM   4.9   MM   MM    MM
2023 09 13 21 44 270  5.7  7.7    MM    MM    MM  MM 1000.9   8.1    MM   5.1   MM   MM    MM
2023 09 13 21 34 270  5.1  6.7    MM    MM    MM  MM 1000.9   8.1    MM   5.2   MM   MM    MM
2023 09 13 21 24 270  5.1  7.2    MM    MM    MM  MM 1000.9   7.9    MM   5.5   MM   MM    MM
2023 09 13 21 14 260  5.1  7.2    MM    MM    MM  MM 1000.9   7.7    MM   5.5   MM   MM    MM
2023 09 13 21 04 260  5.7  7.7    MM    MM    MM  MM 1000.9   7.6    MM   5.6   MM   MM    MM
2023 09 13 20 54 260  5.1  6.7    MM    MM    MM  MM 1000.8   7.6    MM   5.7   MM   MM    MM
2023 09 13 20 44 260  4.6  6.7    MM    MM    MM  MM 1000.7   7.5    MM   5.7   MM   MM    MM
2023 09 13 20 34 260  5.1  7.2    MM    MM    MM  MM 1000.7   7.4    MM   5.6   MM   MM    MM
2023 09 13 20 24 260  5.1  7.2    MM    MM    MM  MM 1000.7   7.3    MM   5.5   MM   MM    MM
2023 09 13 20 14 260  5.7  7.2    MM    MM    MM  MM 1000.7   7.2    MM   5.5   MM   MM    MM
2023 09 13 20 04 260  5.1  6.7    MM    MM    MM  MM 1000.6   7.0    MM   5.6   MM   MM    MM
2023 09 13 19 54 250  5.1  6.2    MM    MM    MM  MM 1000.6   6.9    MM   5.5   MM   MM    MM
2023 09 13 19 44 250  4.6  6.2    MM    MM    MM  MM 1000.6   6.7    MM   5.6   MM   MM    MM
2023 09 13 19 34 250  4.6  5.7    MM    MM    MM  MM 1000.5   6.6    MM   5.6   MM   MM    MM
2023 09 13 19 24 250  5.1  6.2    MM    MM    MM  MM 1000.5   6.4    MM   5.5   MM   MM    MM
2023 09 13 19 14 260  5.1  6.2    MM    MM    MM  MM 1000.5   6.2    MM   5.4   MM   MM    MM
2023 09 13 19 04 250  4.6  6.2    MM    MM    MM  MM 1000.4   6.1    MM   5.4   MM   MM    MM
2023 09 13 18 54 250  5.1  6.2    MM    MM    MM  MM 1000.4   5.9    MM   5.2   MM   MM    MM
2023 09 13 18 44 250  5.1  6.7    MM    MM    MM  MM 1000.4   5.8    MM   5.1   MM   MM    MM
2023 09 13 18 34 260  5.7  6.7    MM    MM    MM  MM 1000.3   5.7    MM   5.0   MM   MM    MM
2023 09 13 18 24 260  5.7  7.2    MM    MM    MM  MM 1000.2   5.6    MM   4.8   MM   MM    MM
2023 09 13 18 14 260  6.2  7.7    MM    MM    MM  MM 1000.2   5.4    MM   4.7   MM   MM    MM
2023 09 13 18 04 260  6.2  7.2    MM    MM    MM  MM 1000.2   5.3    MM   4.7   MM   MM    MM
2023 09 13 17 54 260  5.7  7.2    MM    MM    MM  MM 1000.1   5.2    MM   4.7   MM   MM    MM
2023 09 13 17 44 260  6.2  7.7    MM    MM    MM  MM 1000.0   5.2    MM   4.6   MM   MM    MM
2023 09 13 17 34 260  6.2  7.7    MM    MM    MM  MM  999.9   5.2    MM   4.6   MM   MM    MM
2023 09 13 17 24 260  6.7  8.8    MM    MM    MM  MM  999.9   5.3    MM   4.7   MM   MM    MM
2023 09 13 17 14 260  6.7  8.2    MM    MM    MM  MM  999.8   5.2    MM   4.7   MM   MM    MM
2023 09 13 17 04 260  6.7  8.2    MM    MM    MM  MM  999.8   5.1    MM   4.7   MM   MM    MM
2023 09 13 16 54 250  6.2  7.2    MM    MM    MM  MM  999.7   5.1    MM   4.8   MM   MM    MM
2023 09 13 16 44 250  6.2  7.7    MM    MM    MM  MM  999.7   5.1    MM   4.7   MM   MM    MM
2023 09 13 16 34 250  6.2  7.7    MM    MM    MM  MM  999.6   5.0    MM   4.7   MM   MM    MM
2023 09 13 16 24 250  5.7  6.7    MM    MM    MM  MM  999.6   4.9    MM   4.7   MM   MM    MM
2023 09 13 16 14 250  5.7  6.7    MM    MM    MM  MM  999.6   4.8    MM   4.6   MM   MM    MM
2023 09 13 16 04 250  6.2  8.2    MM    MM    MM  MM  999.6   4.8    MM   4.5   MM   MM    MM
2023 09 13 15 54 260  6.2  7.7    MM    MM    MM  MM  999.5   4.8    MM   4.6   MM   MM    MM
2023 09 13 15 44 250  6.2  8.8    MM    MM    MM  MM  999.5   4.8    MM   4.6   MM   MM    MM
2023 09 13 15 34 260  6.2  8.2    MM    MM    MM  MM  999.4   4.7    MM   4.6   MM   MM    MM
2023 09 13 15 24 260  6.2  7.7    MM    MM    MM  MM  999.4   4.8    MM   4.7   MM   MM    MM
2023 09 13 15 14 260  7.2  8.8    MM    MM    MM  MM  999.3   4.9    MM   4.7   MM   MM    MM
2023 09 13 15 04 260  7.2  9.8    MM    MM    MM  MM  999.3   5.0    MM   4.7   MM   MM    MM
2023 09 13 14 54 260  7.7 10.3    MM    MM    MM  MM  999.3   5.2    MM   4.8   MM   MM    MM
2023 09 13 14 44 260  8.2 10.3    MM    MM    MM  MM  999.2   5.3    MM   4.8   MM   MM    MM
2023 09 13 14 34 270  7.7  9.8    MM    MM    MM  MM  999.2   5.4    MM   4.9   MM   MM    MM
2023 09 13 14 23 260  7.2 10.3    MM    MM    MM  MM  999.2   5.4    MM   5.0   MM   MM    MM
2023 09 13 14 14 260  7.2  9.3    MM    MM    MM  MM  999.2   5.4    MM   5.1   MM   MM    MM
2023 09 13 14 04 260  7.7 10.3    MM    MM    MM  MM  999.1   5.5    MM   5.1   MM   MM    MM
2023 09 13 13 54 260  8.2 10.3    MM    MM    MM  MM  999.1   5.4    MM   5.2   MM   MM    MM
2023 09 13 13 44 250  7.7 10.3    MM    MM    MM  MM  999.1   5.4    MM   5.3   MM   MM    MM
2023 09 13 13 34 250  8.2  9.8    MM    MM    MM  MM  999.0   5.3    MM   5.3   MM   MM    MM
2023 09 13 13 24 240  7.7  9.8    MM    MM    MM  MM  999.0   5.3    MM   5.3   MM   MM    MM
2023 09 13 13 14 240  7.2  8.8    MM    MM    MM  MM  998.9   5.4    MM   5.4   MM   MM    MM
2023 09 13 13 04 250  6.7  8.2    MM    MM    MM  MM  998.9   5.5    MM   5.5   MM   MM    MM
2023 09 13 12 53 250  6.7  8.2    MM    MM    MM  MM  998.9   5.5    MM   5.5   MM   MM    MM
2023 09 13 12 44 260  6.7  8.8    MM    MM    MM  MM  998.8   5.5    MM   5.5   MM   MM    MM
2023 09 13 12 34 260  7.2  9.3    MM    MM    MM  MM  998.8   5.6    MM   5.6   MM   MM    MM
2023 09 13 12 24 250  7.2  9.3    MM    MM    MM  MM  998.7   5.6    MM   5.6   MM   MM    MM
2023 09 13 12 14 250  6.7  9.3    MM    MM    MM  MM  998.7   5.5    MM   5.5   MM   MM    MM
2023 09 13 12 04 250  6.7  8.2    MM    MM    MM  MM  998.8   5.5    MM   5.5   MM   MM    MM
2023 09 13 11 54 250  6.7  8.2    MM    MM    MM  MM  998.7   5.5    MM   5.5   MM   MM    MM
2023 09 13 11 44 250  6.2  7.2    MM    MM    MM  MM  998.7   5.5    MM   5.5   MM   MM    MM
2023 09 13 11 34 260  6.2  7.7    MM    MM    MM  MM  998.7   5.5    MM   5.5   MM   MM    MM
2023 09 13 11 24 260  6.2  7.7    MM    MM    MM  MM  998.6   5.6    MM   5.6   MM   MM    MM
2023 09 13 11 14 260  6.7  8.2    MM    MM    MM  MM  998.5   5.6    MM   5.6   MM   MM    MM
2023 09 13 11 04 260  6.7  8.2    MM    MM    MM  MM  998.5   5.6    MM   5.6   MM   MM    MM
2023 09 13 10 54 260  6.2  8.2    MM    MM    MM  MM  998.4   5.7    MM   5.7   MM   MM    MM
2023 09 13 10 44 270  5.7  7.2    MM    MM    MM  MM  998.4   5.7    MM   5.7   MM   MM    MM
2023 09 13 10 34 270  5.1  6.7    MM    MM    MM  MM  998.4   5.7    MM   5.7   MM   MM    MM
2023 09 13 10 24 270  5.1  6.7    MM    MM    MM  MM  998.4   5.7    MM   5.7   MM   MM    MM
2023 09 13 10 14 270  5.7  7.2    MM    MM    MM  MM  998.3   5.7    MM   5.7   MM   MM    MM
2023 09 13 10 04 270  6.2  7.7    MM    MM    MM  MM  998.3   5.7    MM   5.7   MM   MM    MM
2023 09 13 09 54 280  6.7  8.8    MM    MM    MM  MM  998.2   5.7    MM   5.7   MM   MM    MM
2023 09 13 09 44 280  7.2  9.3    MM    MM    MM  MM  998.2   5.7    MM   5.7   MM   MM    MM
2023 09 13 09 34 270  6.2  8.8    MM    MM    MM  MM  998.1   5.8    MM   5.8   MM   MM    MM
2023 09 13 09 23 270  7.2  9.3    MM    MM    MM  MM  998.1   5.8    MM   5.8   MM   MM    MM
2023 09 13 09 14 270  6.7  8.8    MM    MM    MM  MM  998.0   5.8    MM   5.8   MM   MM    MM
2023 09 13 08 54 270  6.7  8.8    MM    MM    MM  MM  997.8   5.9    MM   5.9   MM   MM    MM
2023 09 13 08 44 260  5.7  6.7    MM    MM    MM  MM  997.7   5.8    MM   5.8   MM   MM    MM
2023 09 13 08 34 270  5.7  7.2    MM    MM    MM  MM  997.6   5.9    MM   5.9   MM   MM    MM
2023 09 13 08 24 270  5.7  7.7    MM    MM    MM  MM  997.6   5.9    MM   5.9   MM   MM    MM
2023 09 13 08 14 260  5.7  7.7    MM    MM    MM  MM  997.6   5.9    MM   5.9   MM   MM    MM
2023 09 13 08 04 270  5.1  7.7    MM    MM    MM  MM  997.6   5.8    MM   5.8   MM   MM    MM
2023 09 13 07 54 270  5.7  7.7    MM    MM    MM  MM  997.6   5.8    MM   5.8   MM   MM    MM
2023 09 13 07 44 270  5.7  7.7    MM    MM    MM  MM  997.6   5.8    MM   5.8   MM   MM    MM
2023 09 13 07 34 280  6.2  8.8    MM    MM    MM  MM  997.5   5.7    MM   5.7   MM   MM    MM
2023 09 13 07 24 280  6.2  8.8    MM    MM    MM  MM  997.4   5.7    MM   5.7   MM   MM    MM
2023 09 13 07 14 280  6.7  8.8    MM    MM    MM  MM  997.4   5.8    MM   5.8   MM   MM    MM
2023 09 13 07 04 280  6.7  8.8    MM    MM    MM  MM  997.3   5.8    MM   5.8   MM   MM    MM
2023 09 13 06 54 280  7.2  9.3    MM    MM    MM  MM  997.3   5.8    MM   5.8   MM   MM    MM
2023 09 13 06 44 270  7.2  9.3    MM    MM    MM  MM  997.2   5.7    MM   5.7   MM   MM    MM
2023 09 13 06 34 280  7.2  9.8    MM    MM    MM  MM  997.2   5.7    MM   5.7   MM   MM    MM
2023 09 13 06 24 280  7.2 10.3    MM    MM    MM  MM  997.2   5.9    MM   5.9   MM   MM    MM
2023 09 13 06 14 270  6.2  8.2    MM    MM    MM  MM  997.1   5.9    MM   5.9   MM   MM    MM
2023 09 13 06 04 270  6.2  8.2    MM    MM    MM  MM  997.1   6.0    MM   6.0   MM   MM    MM
2023 09 13 05 54 270  6.2  8.8    MM    MM    MM  MM  997.1   5.9    MM   5.9   MM   MM    MM
2023 09 13 05 44 270  5.1  7.2    MM    MM    MM  MM  997.1   5.8    MM   5.8   MM   MM    MM
2023 09 13 05 34 270  5.1  7.2    MM    MM    MM  MM  997.1   5.7    MM   5.7   MM   MM    MM
2023 09 13 05 24 270  4.1  6.2    MM    MM    MM  MM  997.0   5.7    MM   5.7   MM   MM    MM
2023 09 13 05 14 270  5.1  6.7    MM    MM    MM  MM  997.0   5.7    MM   5.7   MM   MM    MM
2023 09 13 05 04 270  4.6  5.7    MM    MM    MM  MM  997.0   5.6    MM   5.6   MM   MM    MM
