#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 09 05 18 44 230  1.5  2.6    MM    MM    MM  MM  998.1   3.5    MM   3.0   MM   MM    MM
2023 09 05 18 34 220  1.5  2.1    MM    MM    MM  MM  998.1   3.5    MM   2.9   MM   MM    MM
2023 09 05 18 24 200  1.0  2.1    MM    MM    MM  MM  998.1   3.4    MM   2.8   MM   MM    MM
2023 09 05 18 14 160  1.0  1.5    MM    MM    MM  MM  998.1   3.3    MM   2.7   MM   MM    MM
2023 09 05 18 04 190  1.0  1.5    MM    MM    MM  MM  998.2   3.3    MM   2.8   MM   MM    MM
2023 09 05 17 54 210  1.0  2.1    MM    MM    MM  MM  998.3   3.3    MM   2.8   MM   MM    MM
2023 09 05 17 44 180  1.0  1.5    MM    MM    MM  MM  998.3   3.2    MM   2.8   MM   MM    MM
2023 09 05 17 34 180  1.5  2.6    MM    MM    MM  MM  998.4   3.2    MM   2.7   MM   MM    MM
2023 09 05 17 24 150  3.1  4.1    MM    MM    MM  MM  998.5   3.2    MM   2.4   MM   MM    MM
2023 09 05 17 14 160  3.1  4.1    MM    MM    MM  MM  998.6   3.1    MM   2.5   MM   MM    MM
2023 09 05 17 04 180  2.1  3.1    MM    MM    MM  MM  998.7   3.1    MM   2.6   MM   MM    MM
2023 09 05 16 54 200  2.6  3.6    MM    MM    MM  MM  998.9   3.1    MM   2.6   MM   MM    MM
2023 09 05 16 44 170  3.1  5.1    MM    MM    MM  MM  998.9   3.1    MM   2.6   MM   MM    MM
2023 09 05 16 34 130  3.6  4.6    MM    MM    MM  MM  998.9   3.1    MM   2.6   MM   MM    MM
2023 09 05 16 24 120  3.6  4.6    MM    MM    MM  MM  998.9   3.1    MM   2.5   MM   MM    MM
2023 09 05 16 14 110  3.6  5.1    MM    MM    MM  MM  998.9   3.1    MM   2.5   MM   MM    MM
2023 09 05 16 04 120  4.6  5.7    MM    MM    MM  MM  998.8   3.1    MM   2.5   MM   MM    MM
2023 09 05 15 54 120  5.1  6.7    MM    MM    MM  MM  998.9   3.1    MM   2.4   MM   MM    MM
2023 09 05 15 44 110  5.1  6.7    MM    MM    MM  MM  999.0   3.1    MM   2.4   MM   MM    MM
2023 09 05 15 34 110  5.1  5.7    MM    MM    MM  MM  999.2   3.1    MM   2.4   MM   MM    MM
2023 09 05 15 24 110  5.1  5.7    MM    MM    MM  MM  999.3   3.1    MM   2.3   MM   MM    MM
2023 09 05 15 14 120  4.6  5.7    MM    MM    MM  MM  999.6   3.1    MM   2.3   MM   MM    MM
2023 09 05 15 04 110  4.6  5.1    MM    MM    MM  MM  999.7   3.1    MM   2.3   MM   MM    MM
2023 09 05 14 54 110  4.1  5.7    MM    MM    MM  MM  999.9   3.1    MM   2.2   MM   MM    MM
2023 09 05 14 44 110  3.6  4.6    MM    MM    MM  MM 1000.0   3.1    MM   2.1   MM   MM    MM
2023 09 05 14 34 120  4.1  5.1    MM    MM    MM  MM 1000.2   3.1    MM   2.0   MM   MM    MM
2023 09 05 14 24 120  4.1  5.1    MM    MM    MM  MM 1000.4   3.2    MM   1.9   MM   MM    MM
2023 09 05 14 14 120  4.1  5.1    MM    MM    MM  MM 1000.4   3.2    MM   1.9   MM   MM    MM
2023 09 05 14 04 110  4.6  7.2    MM    MM    MM  MM 1000.3   3.0    MM   1.8   MM   MM    MM
2023 09 05 13 54 100  5.7  7.2    MM    MM    MM  MM 1000.2   2.9    MM   1.7   MM   MM    MM
2023 09 05 13 44  90  5.7  7.7    MM    MM    MM  MM 1000.2   2.8    MM   1.7   MM   MM    MM
2023 09 05 13 34  90  5.1  7.2    MM    MM    MM  MM 1000.3   2.8    MM   1.8   MM   MM    MM
2023 09 05 13 24  90  5.1  6.7    MM    MM    MM  MM 1000.5   2.7    MM   1.7   MM   MM    MM
2023 09 05 13 14 100  5.1  6.7    MM    MM    MM  MM 1000.7   2.7    MM   1.6   MM   MM    MM
2023 09 05 13 04 100  5.1  6.2    MM    MM    MM  MM 1000.9   2.8    MM   1.5   MM   MM    MM
2023 09 05 12 54 110  4.6  6.2    MM    MM    MM  MM 1001.2   2.7    MM   1.5   MM   MM    MM
2023 09 05 12 44 130  3.1  4.1    MM    MM    MM  MM 1001.7   2.8    MM   1.6   MM   MM    MM
2023 09 05 12 34 130  3.1  4.1    MM    MM    MM  MM 1001.6   2.7    MM   1.5   MM   MM    MM
2023 09 05 12 24 120  4.1  5.1    MM    MM    MM  MM 1001.4   2.8    MM   1.6   MM   MM    MM
2023 09 05 12 14 120  5.1  5.7    MM    MM    MM  MM 1001.4   2.8    MM   1.4   MM   MM    MM
2023 09 05 12 04 110  4.6  6.2    MM    MM    MM  MM 1001.4   2.7    MM   1.4   MM   MM    MM
2023 09 05 11 54 110  5.7  7.2    MM    MM    MM  MM 1001.3   2.7    MM   1.4   MM   MM    MM
2023 09 05 11 44 110  5.7  7.2    MM    MM    MM  MM 1001.4   2.5    MM   1.4   MM   MM    MM
2023 09 05 11 34 110  5.7  7.7    MM    MM    MM  MM 1001.5   2.6    MM   1.4   MM   MM    MM
2023 09 05 11 24 100  5.1  6.7    MM    MM    MM  MM 1001.6   2.5    MM   1.5   MM   MM    MM
2023 09 05 11 14 110  5.7  7.7    MM    MM    MM  MM 1001.8   2.5    MM   1.6   MM   MM    MM
2023 09 05 11 04 110  5.7  7.2    MM    MM    MM  MM 1002.0   2.6    MM   1.6   MM   MM    MM
2023 09 05 10 54 110  5.7  7.2    MM    MM    MM  MM 1002.3   2.5    MM   1.6   MM   MM    MM
2023 09 05 10 44 110  4.6  6.2    MM    MM    MM  MM 1002.5   2.3    MM   1.6   MM   MM    MM
2023 09 05 10 34 110  4.6  5.7    MM    MM    MM  MM 1002.6   2.1    MM   1.6   MM   MM    MM
2023 09 05 10 24 110  4.1  5.1    MM    MM    MM  MM 1003.0   2.2    MM   1.6   MM   MM    MM
2023 09 05 10 14 110  4.1  5.7    MM    MM    MM  MM 1003.1   2.2    MM   1.6   MM   MM    MM
2023 09 05 10 04 110  4.1  5.1    MM    MM    MM  MM 1003.2   2.3    MM   1.6   MM   MM    MM
2023 09 05 09 54 100  4.1  5.1    MM    MM    MM  MM 1003.3   2.2    MM   1.4   MM   MM    MM
2023 09 05 09 44 110  4.1  5.1    MM    MM    MM  MM 1003.4   2.1    MM   1.2   MM   MM    MM
2023 09 05 09 34 130  3.1  5.1    MM    MM    MM  MM 1003.6   2.1    MM   1.2   MM   MM    MM
2023 09 05 09 24 120  3.1  4.6    MM    MM    MM  MM 1003.4   2.0    MM   1.1   MM   MM    MM
2023 09 05 09 14 120  3.6  5.1    MM    MM    MM  MM 1003.5   2.0    MM   1.1   MM   MM    MM
2023 09 05 09 04 130  4.1  5.1    MM    MM    MM  MM 1003.6   2.1    MM   1.0   MM   MM    MM
2023 09 05 08 54 130  3.6  5.1    MM    MM    MM  MM 1003.7   2.0    MM   1.0   MM   MM    MM
2023 09 05 08 44 130  4.1  5.1    MM    MM    MM  MM 1003.7   2.0    MM   1.0   MM   MM    MM
2023 09 05 08 34 120  4.1  5.1    MM    MM    MM  MM 1003.7   1.8    MM   1.2   MM   MM    MM
2023 09 05 08 24 120  4.1  4.6    MM    MM    MM  MM 1003.8   1.9    MM   1.2   MM   MM    MM
2023 09 05 08 14 120  3.6  5.1    MM    MM    MM  MM 1003.9   2.3    MM   1.1   MM   MM    MM
2023 09 05 08 04 130  3.1  4.1    MM    MM    MM  MM 1004.0   2.8    MM   1.2   MM   MM    MM
2023 09 05 07 54 120  3.1  4.1    MM    MM    MM  MM 1004.0   3.3    MM   1.0   MM   MM    MM
2023 09 05 07 44 130  3.1  4.1    MM    MM    MM  MM 1004.2   3.3    MM   1.1   MM   MM    MM
2023 09 05 07 34 130  2.6  3.6    MM    MM    MM  MM 1004.3   3.1    MM   1.6   MM   MM    MM
2023 09 05 07 24 130  2.6  3.6    MM    MM    MM  MM 1004.4   3.2    MM   1.5   MM   MM    MM
2023 09 05 07 14 140  2.6  3.1    MM    MM    MM  MM 1004.5   3.3    MM   1.6   MM   MM    MM
2023 09 05 07 04 140  2.6  3.1    MM    MM    MM  MM 1004.6   3.5    MM   1.7   MM   MM    MM
2023 09 05 06 54 140  2.1  2.6    MM    MM    MM  MM 1004.6   3.8    MM   1.2   MM   MM    MM
2023 09 05 06 44 130  2.1  2.6    MM    MM    MM  MM 1004.7   3.9    MM   0.9   MM   MM    MM
2023 09 05 06 34 130  2.1  2.6    MM    MM    MM  MM 1004.8   4.1    MM   0.9   MM   MM    MM
2023 09 05 06 24 150  1.5  2.1    MM    MM    MM  MM 1004.9   4.4    MM   0.7   MM   MM    MM
2023 09 05 06 14 160  2.1  2.6    MM    MM    MM  MM 1005.0   4.6    MM   0.6   MM   MM    MM
2023 09 05 06 04 160  2.1  2.6    MM    MM    MM  MM 1005.1   4.7    MM   0.5   MM   MM    MM
2023 09 05 05 54 160  2.1  2.6    MM    MM    MM  MM 1005.1   5.0    MM   0.1   MM   MM    MM
2023 09 05 05 44 170  2.6  2.6    MM    MM    MM  MM 1005.2   5.0    MM   0.1   MM   MM    MM
2023 09 05 05 34 160  2.6  3.1    MM    MM    MM  MM 1005.2   4.8    MM   0.6   MM   MM    MM
2023 09 05 05 24 190  2.6  2.6    MM    MM    MM  MM 1005.3   4.9    MM   0.5   MM   MM    MM
2023 09 05 05 14 200  2.1  2.6    MM    MM    MM  MM 1005.4   5.1    MM   0.5   MM   MM    MM
2023 09 05 05 04 200  2.1  3.1    MM    MM    MM  MM 1005.4   5.2    MM   0.6   MM   MM    MM
2023 09 05 04 54 200  2.6  3.6    MM    MM    MM  MM 1005.5   5.1    MM   0.5   MM   MM    MM
2023 09 05 04 44 190  2.6  3.1    MM    MM    MM  MM 1005.5   5.1    MM   0.8   MM   MM    MM
2023 09 05 04 34 210  2.6  3.1    MM    MM    MM  MM 1005.5   5.3    MM   0.6   MM   MM    MM
2023 09 05 04 24 240  2.6  4.1    MM    MM    MM  MM 1005.6   5.3    MM   0.3   MM   MM    MM
2023 09 05 04 14 250  2.6  4.1    MM    MM    MM  MM 1005.8   5.3    MM   0.7   MM   MM    MM
2023 09 05 04 04 250  2.1  3.1    MM    MM    MM  MM 1005.9   5.4    MM   0.6   MM   MM    MM
2023 09 05 03 54 210  2.1  3.1    MM    MM    MM  MM 1005.8   5.4    MM   0.4   MM   MM    MM
2023 09 05 03 44 210  2.6  3.1    MM    MM    MM  MM 1005.8   5.5    MM   0.2   MM   MM    MM
2023 09 05 03 34 240  2.1  3.1    MM    MM    MM  MM 1005.7   5.6    MM   0.4   MM   MM    MM
2023 09 05 03 24 250  2.6  3.6    MM    MM    MM  MM 1005.8   5.3    MM   0.1   MM   MM    MM
2023 09 05 03 04 250  5.1  6.7    MM    MM    MM  MM 1006.1   5.6    MM   0.2   MM   MM    MM
2023 09 05 02 54 260  4.1  5.7    MM    MM    MM  MM 1006.1   5.7    MM   0.1   MM   MM    MM
2023 09 05 02 44 270  4.1  5.7    MM    MM    MM  MM 1006.2   5.7    MM   0.1   MM   MM    MM
2023 09 05 02 34 270  3.6  5.7    MM    MM    MM  MM 1006.2   5.5    MM   0.0   MM   MM    MM
2023 09 05 02 24 260  4.6  6.7    MM    MM    MM  MM 1006.3   5.5    MM   0.3   MM   MM    MM
2023 09 05 02 14 270  4.1  5.7    MM    MM    MM  MM 1006.3   5.5    MM  -0.1   MM   MM    MM
2023 09 05 02 04 260  4.6  7.7    MM    MM    MM  MM 1006.3   5.4    MM   0.0   MM   MM    MM
2023 09 05 01 54 260  5.7  7.2    MM    MM    MM  MM 1006.4   5.4    MM   0.0   MM   MM    MM
2023 09 05 01 44 270  5.7  8.8    MM    MM    MM  MM 1006.3   5.2    MM   0.3   MM   MM    MM
2023 09 05 01 34 270  4.6  6.7    MM    MM    MM  MM 1006.3   5.2    MM   0.8   MM   MM    MM
2023 09 05 01 24 270  6.2  8.2    MM    MM    MM  MM 1006.3   5.1    MM   1.0   MM   MM    MM
2023 09 05 01 14 270  6.7  8.8    MM    MM    MM  MM 1006.4   5.3    MM   1.0   MM   MM    MM
2023 09 05 01 04 270  5.7  7.7    MM    MM    MM  MM 1006.3   5.4    MM   0.9   MM   MM    MM
2023 09 05 00 54 270  6.2  8.8    MM    MM    MM  MM 1006.3   5.5    MM   0.7   MM   MM    MM
2023 09 05 00 44 270  6.2  8.8    MM    MM    MM  MM 1006.3   5.2    MM   0.6   MM   MM    MM
2023 09 05 00 34 280  6.2  9.8    MM    MM    MM  MM 1006.3   5.0    MM   1.0   MM   MM    MM
2023 09 05 00 24 280  7.2  9.3    MM    MM    MM  MM 1006.3   4.9    MM   1.2   MM   MM    MM
2023 09 05 00 14 270  7.7 10.3    MM    MM    MM  MM 1006.4   5.0    MM   1.0   MM   MM    MM
2023 09 04 23 54 260  6.7 10.8    MM    MM    MM  MM 1006.4   4.9    MM   1.4   MM   MM    MM
2023 09 04 23 44 280  7.2 10.3    MM    MM    MM  MM 1006.2   4.6    MM   1.3   MM   MM    MM
2023 09 04 23 34 260  8.2 10.8    MM    MM    MM  MM 1006.2   4.7    MM   1.0   MM   MM    MM
2023 09 04 23 24 260  7.7 10.3    MM    MM    MM  MM 1006.2   4.6    MM   1.4   MM   MM    MM
2023 09 04 23 14 260  8.2 11.3    MM    MM    MM  MM 1006.1   4.4    MM   1.0   MM   MM    MM
2023 09 04 23 04 260  8.2 11.8    MM    MM    MM  MM 1006.0   4.3    MM   0.8   MM   MM    MM
2023 09 04 22 54 250  8.2 11.3    MM    MM    MM  MM 1006.0   4.1    MM   1.1   MM   MM    MM
2023 09 04 22 44 250  8.2 11.3    MM    MM    MM  MM 1006.0   3.8    MM   1.5   MM   MM    MM
2023 09 04 22 34 260  8.2 11.8    MM    MM    MM  MM 1006.0   3.6    MM   1.7   MM   MM    MM
2023 09 04 22 25 260  8.8 11.8    MM    MM    MM  MM 1006.0   3.3    MM   1.7   MM   MM    MM
2023 09 04 22 14 270  8.8 12.9    MM    MM    MM  MM 1005.8   3.4    MM   1.6   MM   MM    MM
2023 09 04 22 04 270  8.2 11.3    MM    MM    MM  MM 1005.7   3.1    MM   1.7   MM   MM    MM
2023 09 04 21 54 270  9.3 11.8    MM    MM    MM  MM 1005.6   3.2    MM   1.7   MM   MM    MM
2023 09 04 21 44 270  9.3 12.9    MM    MM    MM  MM 1005.5   3.3    MM   1.4   MM   MM    MM
2023 09 04 21 34 270  8.8 12.4    MM    MM    MM  MM 1005.4   3.5    MM   1.1   MM   MM    MM
2023 09 04 21 24 280  9.8 13.4    MM    MM    MM  MM 1005.3   3.9    MM   0.7   MM   MM    MM
2023 09 04 21 14 270  8.2 11.8    MM    MM    MM  MM 1005.1   4.2    MM   0.8   MM   MM    MM
2023 09 04 21 04 260 10.3 14.4    MM    MM    MM  MM 1005.1   4.2    MM   0.6   MM   MM    MM
2023 09 04 20 54 280  9.3 11.8    MM    MM    MM  MM 1004.9   4.0    MM   0.5   MM   MM    MM
2023 09 04 20 44 280  9.3 12.4    MM    MM    MM  MM 1004.8   4.0    MM   0.8   MM   MM    MM
2023 09 04 20 34 270  9.3 13.4    MM    MM    MM  MM 1004.7   4.0    MM   0.9   MM   MM    MM
2023 09 04 20 24 270  8.8 11.8    MM    MM    MM  MM 1004.6   4.1    MM   0.6   MM   MM    MM
2023 09 04 20 14 270  9.3 12.9    MM    MM    MM  MM 1004.4   4.1    MM   1.1   MM   MM    MM
2023 09 04 20 04 270  8.8 13.9    MM    MM    MM  MM 1004.2   4.1    MM   0.8   MM   MM    MM
2023 09 04 19 54 270  8.2 11.8    MM    MM    MM  MM 1004.1   3.9    MM   1.0   MM   MM    MM
2023 09 04 19 44 270 10.3 13.4    MM    MM    MM  MM 1004.0   3.8    MM   1.0   MM   MM    MM
2023 09 04 19 34 270  9.3 11.8    MM    MM    MM  MM 1003.8   3.7    MM   1.8   MM   MM    MM
2023 09 04 19 24 270  9.8 13.4    MM    MM    MM  MM 1003.7   3.5    MM   2.0   MM   MM    MM
2023 09 04 19 14 280  9.8 12.9    MM    MM    MM  MM 1003.6   3.2    MM   2.1   MM   MM    MM
2023 09 04 19 04 280 11.3 14.4    MM    MM    MM  MM 1003.4   3.5    MM   2.3   MM   MM    MM
2023 09 04 18 54 270  9.8 13.4    MM    MM    MM  MM 1003.1   3.9    MM   1.7   MM   MM    MM
2023 09 04 18 44 270 10.8 13.4    MM    MM    MM  MM 1003.0   3.8    MM   2.2   MM   MM    MM
2023 09 04 18 34 270  7.7 11.8    MM    MM    MM  MM 1002.8   3.7    MM   3.0   MM   MM    MM
2023 09 04 18 24 280  7.2  9.3    MM    MM    MM  MM 1002.6   3.6    MM   2.8   MM   MM    MM
2023 09 04 18 14 280  8.2 11.3    MM    MM    MM  MM 1002.5   3.6    MM   2.5   MM   MM    MM
2023 09 04 18 04 290  8.2 11.3    MM    MM    MM  MM 1002.3   3.6    MM   2.4   MM   MM    MM
2023 09 04 17 54 290  9.8 13.4    MM    MM    MM  MM 1002.3   3.6    MM   2.5   MM   MM    MM
2023 09 04 17 44 290 10.3 14.4    MM    MM    MM  MM 1002.1   3.8    MM   2.8   MM   MM    MM
2023 09 04 17 34 290  9.8 13.9    MM    MM    MM  MM 1001.9   3.9    MM   3.1   MM   MM    MM
2023 09 04 17 24 290  9.8 13.4    MM    MM    MM  MM 1001.7   3.9    MM   3.4   MM   MM    MM
2023 09 04 17 14 290  9.3 12.9    MM    MM    MM  MM 1001.5   3.8    MM   3.6   MM   MM    MM
2023 09 04 17 04 290  9.3 13.4    MM    MM    MM  MM 1001.2   3.7    MM   3.7   MM   MM    MM
2023 09 04 16 54 290  9.8 13.4    MM    MM    MM  MM 1001.0   3.8    MM   3.6   MM   MM    MM
2023 09 04 16 44 290 11.3 15.4    MM    MM    MM  MM 1000.8   3.9    MM   3.6   MM   MM    MM
2023 09 04 16 34 290 10.8 14.9    MM    MM    MM  MM 1000.5   3.9    MM   3.7   MM   MM    MM
2023 09 04 16 24 290  9.8 13.4    MM    MM    MM  MM 1000.3   4.0    MM   4.0   MM   MM    MM
2023 09 04 16 14 290 10.3 13.9    MM    MM    MM  MM 1000.1   4.0    MM   4.0   MM   MM    MM
2023 09 04 16 04 290 11.8 16.0    MM    MM    MM  MM  999.8   4.2    MM   4.1   MM   MM    MM
2023 09 04 15 54 290 11.3 14.9    MM    MM    MM  MM  999.7   4.3    MM   4.3   MM   MM    MM
2023 09 04 15 44 290  9.8 13.9    MM    MM    MM  MM  999.5   4.4    MM   4.4   MM   MM    MM
2023 09 04 15 34 290 10.8 13.9    MM    MM    MM  MM  999.3   4.4    MM   4.4   MM   MM    MM
2023 09 04 15 24 290  9.3 13.4    MM    MM    MM  MM  999.1   4.8    MM   4.8   MM   MM    MM
2023 09 04 15 14 290 10.3 14.4    MM    MM    MM  MM  998.8   4.9    MM   4.9   MM   MM    MM
2023 09 04 15 04 290  9.8 12.4    MM    MM    MM  MM  998.7   5.2    MM   5.2   MM   MM    MM
2023 09 04 14 54 300  9.3 12.4    MM    MM    MM  MM  998.5   5.4    MM   5.4   MM   MM    MM
2023 09 04 14 44 300  8.2 11.3    MM    MM    MM  MM  998.3   5.6    MM   5.6   MM   MM    MM
2023 09 04 14 34 300  8.8 11.3    MM    MM    MM  MM  998.1   5.8    MM   5.8   MM   MM    MM
2023 09 04 14 24 300 10.3 12.4    MM    MM    MM  MM  997.8   6.0    MM   6.0   MM   MM    MM
2023 09 04 14 14 280  7.7 12.9    MM    MM    MM  MM  997.7   7.3    MM   7.3   MM   MM    MM
2023 09 04 14 04 260  6.7  9.8    MM    MM    MM  MM  997.6   7.3    MM   7.3   MM   MM    MM
2023 09 04 13 54 260  6.7  8.2    MM    MM    MM  MM  997.4   7.2    MM   7.0   MM   MM    MM
2023 09 04 13 44 260  6.7  8.2    MM    MM    MM  MM  997.3   7.3    MM   6.9   MM   MM    MM
2023 09 04 13 34 260  6.7  8.2    MM    MM    MM  MM  997.2   7.5    MM   6.9   MM   MM    MM
2023 09 04 13 24 250  5.7  7.2    MM    MM    MM  MM  997.0   7.4    MM   6.8   MM   MM    MM
2023 09 04 13 14 250  5.7  7.2    MM    MM    MM  MM  996.9   7.3    MM   6.7   MM   MM    MM
2023 09 04 13 04 250  5.7  7.2    MM    MM    MM  MM  996.8   7.2    MM   6.7   MM   MM    MM
2023 09 04 12 54 240  5.7  7.2    MM    MM    MM  MM  996.6   7.1    MM   6.6   MM   MM    MM
2023 09 04 12 44 250  5.1  6.2    MM    MM    MM  MM  996.5   7.0    MM   6.5   MM   MM    MM
2023 09 04 12 34 250  5.1  5.7    MM    MM    MM  MM  996.3   7.0    MM   6.5   MM   MM    MM
2023 09 04 12 24 250  5.1  6.2    MM    MM    MM  MM  996.2   7.1    MM   6.5   MM   MM    MM
2023 09 04 12 14 260  5.7  6.7    MM    MM    MM  MM  996.1   7.1    MM   6.5   MM   MM    MM
2023 09 04 12 04 250  5.1  6.2    MM    MM    MM  MM  996.1   7.2    MM   6.5   MM   MM    MM
2023 09 04 11 54 250  5.1  5.7    MM    MM    MM  MM  995.9   7.3    MM   6.4   MM   MM    MM
2023 09 04 11 44 250  5.1  5.7    MM    MM    MM  MM  995.9   7.4    MM   6.3   MM   MM    MM
2023 09 04 11 34 260  5.1  6.2    MM    MM    MM  MM  995.8   7.5    MM   6.3   MM   MM    MM
2023 09 04 11 24 250  5.7  6.2    MM    MM    MM  MM  995.6   7.7    MM   6.2   MM   MM    MM
2023 09 04 11 14 250  5.7  7.2    MM    MM    MM  MM  995.5   8.0    MM   6.2   MM   MM    MM
2023 09 04 11 04 240  5.7  7.2    MM    MM    MM  MM  995.5   8.2    MM   6.1   MM   MM    MM
2023 09 04 10 54 240  6.7  8.8    MM    MM    MM  MM  995.3   8.5    MM   6.0   MM   MM    MM
2023 09 04 10 44 240  6.7  8.2    MM    MM    MM  MM  995.3   8.6    MM   6.0   MM   MM    MM
2023 09 04 10 34 240  6.7  8.2    MM    MM    MM  MM  995.2   8.8    MM   6.0   MM   MM    MM
2023 09 04 10 24 230  6.2  7.7    MM    MM    MM  MM  995.0   8.8    MM   5.9   MM   MM    MM
2023 09 04 10 14 230  6.7  8.2    MM    MM    MM  MM  994.9   9.1    MM   5.8   MM   MM    MM
2023 09 04 10 04 230  6.7  8.2    MM    MM    MM  MM  994.8   9.2    MM   5.8   MM   MM    MM
2023 09 04 09 54 230  6.7  7.7    MM    MM    MM  MM  994.7   9.4    MM   5.8   MM   MM    MM
2023 09 04 09 44 220  6.7  8.2    MM    MM    MM  MM  994.7   9.4    MM   5.8   MM   MM    MM
2023 09 04 09 34 220  7.2  8.2    MM    MM    MM  MM  994.6   9.6    MM   5.8   MM   MM    MM
2023 09 04 09 24 220  6.7  8.8    MM    MM    MM  MM  994.5   9.7    MM   5.7   MM   MM    MM
2023 09 04 09 14 220  6.7  8.2    MM    MM    MM  MM  994.4   9.8    MM   5.7   MM   MM    MM
2023 09 04 09 04 220  6.7  8.2    MM    MM    MM  MM  994.3  10.0    MM   5.7   MM   MM    MM
2023 09 04 08 54 220  6.7  8.2    MM    MM    MM  MM  994.3   9.8    MM   5.7   MM   MM    MM
2023 09 04 08 44 220  6.2  7.7    MM    MM    MM  MM  994.2   9.7    MM   5.7   MM   MM    MM
2023 09 04 08 34 210  6.2  7.7    MM    MM    MM  MM  994.2   9.4    MM   5.7   MM   MM    MM
2023 09 04 08 24 210  5.7  7.2    MM    MM    MM  MM  994.1   9.1    MM   5.7   MM   MM    MM
2023 09 04 08 14 210  4.6  7.2    MM    MM    MM  MM  994.1   8.5    MM   5.8   MM   MM    MM
2023 09 04 08 04 180  4.1  5.1    MM    MM    MM  MM  994.0   8.3    MM   5.8   MM   MM    MM
2023 09 04 07 54 170  3.6  5.1    MM    MM    MM  MM  994.0   7.9    MM   5.8   MM   MM    MM
2023 09 04 07 44 150  4.1  5.1    MM    MM    MM  MM  993.9   7.2    MM   5.9   MM   MM    MM
2023 09 04 07 34 140  3.6  4.6    MM    MM    MM  MM  993.9   6.7    MM   5.9   MM   MM    MM
2023 09 04 07 24 120  4.1  5.1    MM    MM    MM  MM  993.8   5.9    MM   5.4   MM   MM    MM
2023 09 04 07 14 120  4.6  5.7    MM    MM    MM  MM  993.8   5.7    MM   5.4   MM   MM    MM
2023 09 04 07 04 110  4.6  5.1    MM    MM    MM  MM  993.7   5.8    MM   5.3   MM   MM    MM
2023 09 04 06 54 110  5.1  5.7    MM    MM    MM  MM  993.7   5.7    MM   5.3   MM   MM    MM
2023 09 04 06 44 110  4.6  5.1    MM    MM    MM  MM  993.8   5.5    MM   5.1   MM   MM    MM
2023 09 04 06 34 110  5.1  5.7    MM    MM    MM  MM  993.7   5.7    MM   5.2   MM   MM    MM
2023 09 04 06 24 100  4.6  5.1    MM    MM    MM  MM  993.8   5.3    MM   5.0   MM   MM    MM
2023 09 04 06 14 110  4.1  5.1    MM    MM    MM  MM  993.8   5.3    MM   5.0   MM   MM    MM
2023 09 04 06 04 100  4.6  5.7    MM    MM    MM  MM  993.7   5.5    MM   5.0   MM   MM    MM
2023 09 04 05 54 100  5.7  6.2    MM    MM    MM  MM  993.6   5.5    MM   5.0   MM   MM    MM
2023 09 04 05 44 100  5.7  6.2    MM    MM    MM  MM  993.6   5.6    MM   5.1   MM   MM    MM
2023 09 04 05 34 100  6.2  6.7    MM    MM    MM  MM  993.6   5.6    MM   5.1   MM   MM    MM
2023 09 04 05 24 100  5.1  6.2    MM    MM    MM  MM  993.7   5.6    MM   5.1   MM   MM    MM
2023 09 04 05 14  90  5.7  6.2    MM    MM    MM  MM  993.7   5.7    MM   5.1   MM   MM    MM
2023 09 04 05 04  90  6.2  6.7    MM    MM    MM  MM  993.6   5.7    MM   5.1   MM   MM    MM
2023 09 04 04 54  90  5.7  6.7    MM    MM    MM  MM  993.6   6.0    MM   5.2   MM   MM    MM
2023 09 04 04 44 100  5.1  6.2    MM    MM    MM  MM  993.7   6.0    MM   5.2   MM   MM    MM
2023 09 04 04 35  90  5.1  6.7    MM    MM    MM  MM  993.8   5.9    MM   5.2   MM   MM    MM
2023 09 04 04 24 100  5.1  6.7    MM    MM    MM  MM  993.8   5.9    MM   5.1   MM   MM    MM
2023 09 04 04 14 100  5.1  5.7    MM    MM    MM  MM  993.8   5.6    MM   5.0   MM   MM    MM
2023 09 04 04 04 100  5.1  6.2    MM    MM    MM  MM  993.9   5.5    MM   4.8   MM   MM    MM
2023 09 04 03 54  90  5.7  6.2    MM    MM    MM  MM  993.9   5.5    MM   4.8   MM   MM    MM
2023 09 04 03 44  90  5.1  6.7    MM    MM    MM  MM  993.9   5.5    MM   4.7   MM   MM    MM
2023 09 04 03 34  90  5.7  6.7    MM    MM    MM  MM  993.9   5.5    MM   4.7   MM   MM    MM
2023 09 04 03 24  90  6.2  7.2    MM    MM    MM  MM  993.9   5.5    MM   4.7   MM   MM    MM
2023 09 04 03 14  90  5.1  6.7    MM    MM    MM  MM  993.9   5.4    MM   4.6   MM   MM    MM
2023 09 04 03 04  90  6.2  7.2    MM    MM    MM  MM  994.0   5.4    MM   4.5   MM   MM    MM
2023 09 04 02 54  90  6.2  8.2    MM    MM    MM  MM  993.9   5.7    MM   4.7   MM   MM    MM
2023 09 04 02 44  90  6.7  8.2    MM    MM    MM  MM  993.9   5.7    MM   4.6   MM   MM    MM
2023 09 04 02 34  80  6.7  7.7    MM    MM    MM  MM  994.0   5.8    MM   4.7   MM   MM    MM
2023 09 04 02 24  80  6.7  8.2    MM    MM    MM  MM  994.1   5.9    MM   4.7   MM   MM    MM
