#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 09 09 07 00  MM   MM   MM    MM    MM    MM  MM 1012.8  24.4    MM  23.4   MM -1.1    MM
2023 09 09 06 00  MM   MM   MM    MM    MM    MM  MM 1013.2  28.0    MM  23.2   MM -0.9    MM
2023 09 09 05 00  MM   MM   MM    MM    MM    MM  MM 1013.6  28.0    MM  23.7   MM -0.8    MM
2023 09 09 04 00  MM   MM   MM    MM    MM    MM  MM 1013.9  26.6    MM  23.5   MM +0.0    MM
2023 09 09 03 00  MM   MM   MM    MM    MM    MM  MM 1014.1  27.7    MM  23.6   MM +1.1    MM
2023 09 09 02 00  MM   MM   MM    MM    MM    MM  MM 1014.4  27.9    MM  23.6   MM +1.2    MM
2023 09 09 01 00  MM   MM   MM    MM    MM    MM  MM 1013.7  27.7    MM  23.1   MM +0.7    MM
2023 09 09 00 00  MM   MM   MM    MM    MM    MM  MM 1013.0  27.7    MM  22.4   MM +0.5    MM
2023 09 08 23 00  MM   MM   MM    MM    MM    MM  MM 1013.2  27.8    MM  21.2   MM -0.0    MM
2023 09 08 22 00  MM   MM   MM    MM    MM    MM  MM 1013.0  27.7    MM  22.7   MM -0.5    MM
2023 09 08 21 00  MM   MM   MM    MM    MM    MM  MM 1012.5  29.1    MM  22.2   MM -1.1    MM
2023 09 08 20 00  MM   MM   MM    MM    MM    MM  MM 1013.0  28.6    MM  22.3   MM -1.3    MM
2023 09 08 19 00  MM   MM   MM    MM    MM    MM  MM 1013.5  28.0    MM  22.6   MM -0.9    MM
2023 09 08 18 00  MM   MM   MM    MM    MM    MM  MM 1013.6  27.7    MM  22.6   MM -0.4    MM
2023 09 08 17 00  MM   MM   MM    MM    MM    MM  MM 1014.3  28.3    MM  22.5   MM -0.7    MM
2023 09 08 16 00  MM   MM   MM    MM    MM    MM  MM 1014.4  28.1    MM  18.2   MM -0.9    MM
2023 09 08 15 00  MM   MM   MM    MM    MM    MM  MM 1014.0  23.4    MM  22.5   MM -1.0    MM
2023 09 08 14 00  MM   MM   MM    MM    MM    MM  MM 1015.0  20.2    MM  20.2   MM +2.0    MM
2023 09 08 13 00  MM   MM   MM    MM    MM    MM  MM 1015.3  21.7    MM  19.1   MM +2.5    MM
2023 09 08 12 00  MM   MM   MM    MM    MM    MM  MM 1015.0  23.3    MM  21.7   MM +2.5    MM
2023 09 08 11 00  MM   MM   MM    MM    MM    MM  MM 1013.0  24.4    MM  23.8   MM +0.4    MM
2023 09 08 10 00  MM   MM   MM    MM    MM    MM  MM 1012.8  24.2    MM  23.5   MM +0.5    MM
2023 09 08 09 00  MM   MM   MM    MM    MM    MM  MM 1012.5  24.6    MM  23.6   MM -0.0    MM
2023 09 08 08 00  MM   MM   MM    MM    MM    MM  MM 1012.6  26.1    MM  23.3   MM -0.3    MM
2023 09 08 07 00  MM   MM   MM    MM    MM    MM  MM 1012.3  28.7    MM  24.2   MM -0.5    MM
2023 09 08 06 00  MM   MM   MM    MM    MM    MM  MM 1012.7  28.6    MM  23.8   MM -0.7    MM
2023 09 08 05 00  MM   MM   MM    MM    MM    MM  MM 1012.9  28.8    MM  24.2   MM -0.3    MM
2023 09 08 04 00  MM   MM   MM    MM    MM    MM  MM 1012.8  28.8    MM  24.2   MM -0.3    MM
2023 09 08 03 00  MM   MM   MM    MM    MM    MM  MM 1013.4  29.3    MM  23.9   MM +0.8    MM
2023 09 08 02 00  MM   MM   MM    MM    MM    MM  MM 1013.2  29.3    MM  23.7   MM +1.2    MM
2023 09 08 01 00  MM   MM   MM    MM    MM    MM  MM 1013.1  29.3    MM  23.1   MM +1.2    MM
2023 09 08 00 00  MM   MM   MM    MM    MM    MM  MM 1012.6  29.3    MM  23.7   MM +0.6    MM
2023 09 07 23 00  MM   MM   MM    MM    MM    MM  MM 1012.0  29.7    MM  24.0   MM -0.8    MM
2023 09 07 22 00  MM   MM   MM    MM    MM    MM  MM 1011.9  29.7    MM  24.6   MM   MM    MM
2023 09 07 21 00  MM   MM   MM    MM    MM    MM  MM 1012.0  29.5    MM  24.8   MM -2.6    MM
2023 09 07 20 00  MM   MM   MM    MM    MM    MM  MM 1012.8  29.4    MM  24.4   MM -2.0    MM
2023 09 07 18 00  MM   MM   MM    MM    MM    MM  MM 1014.6  29.4    MM  24.1   MM -0.3    MM
2023 09 07 17 00  MM   MM   MM    MM    MM    MM  MM 1014.8  29.4    MM  23.4   MM +0.0    MM
2023 09 07 16 00  MM   MM   MM    MM    MM    MM  MM 1015.3  29.3    MM  23.0   MM +0.6    MM
2023 09 07 15 00  MM   MM   MM    MM    MM    MM  MM 1014.9  29.4    MM  23.5   MM +0.0    MM
2023 09 07 14 00  MM   MM   MM    MM    MM    MM  MM 1014.9  29.6    MM  23.3   MM +0.9    MM
2023 09 07 13 00  MM   MM   MM    MM    MM    MM  MM 1014.7  28.6    MM  23.9   MM +1.1    MM
2023 09 07 12 00  MM   MM   MM    MM    MM    MM  MM 1014.7  26.1    MM  23.8   MM +1.4    MM
2023 09 07 11 00  MM   MM   MM    MM    MM    MM  MM 1014.0  24.7    MM  22.8   MM +0.4    MM
2023 09 07 10 00  MM   MM   MM    MM    MM    MM  MM 1013.6  24.8    MM  22.9   MM -0.4    MM
2023 09 07 09 00  MM   MM   MM    MM    MM    MM  MM 1013.3  25.0    MM  23.0   MM -0.7    MM
2023 09 07 08 00  MM   MM   MM    MM    MM    MM  MM 1013.6  28.7    MM  23.6   MM -0.9    MM
2023 09 07 07 00  MM   MM   MM    MM    MM    MM  MM 1014.0  28.8    MM  23.6   MM -0.9    MM
2023 09 07 06 00  MM   MM   MM    MM    MM    MM  MM 1014.0  29.1    MM  23.5   MM -0.8    MM
2023 09 07 05 00  MM   MM   MM    MM    MM    MM  MM 1014.5  29.2    MM  23.5   MM -0.4    MM
2023 09 07 04 00  MM   MM   MM    MM    MM    MM  MM 1014.9  29.3    MM  23.6   MM +0.0    MM
2023 09 07 03 00  MM   MM   MM    MM    MM    MM  MM 1014.8  29.3    MM  22.8   MM +0.4    MM
2023 09 07 02 00  MM   MM   MM    MM    MM    MM  MM 1014.9  29.3    MM  23.1   MM +0.7    MM
2023 09 07 01 00  MM   MM   MM    MM    MM    MM  MM 1014.8  29.3    MM  23.4   MM +0.7    MM
2023 09 07 00 00  MM   MM   MM    MM    MM    MM  MM 1014.4  29.3    MM  23.3   MM -0.0    MM
2023 09 06 23 00  MM   MM   MM    MM    MM    MM  MM 1014.2  29.9    MM  22.0   MM -0.9    MM
2023 09 06 22 00  MM   MM   MM    MM    MM    MM  MM 1014.1  30.1    MM  20.9   MM -1.5    MM
2023 09 06 21 00  MM   MM   MM    MM    MM    MM  MM 1014.6  30.2    MM  21.3   MM -1.7    MM
2023 09 06 20 00  MM   MM   MM    MM    MM    MM  MM 1015.1  30.2    MM  21.5   MM -1.7    MM
2023 09 06 19 00  MM   MM   MM    MM    MM    MM  MM 1015.6  29.9    MM  21.8   MM -1.5    MM
2023 09 06 18 00  MM   MM   MM    MM    MM    MM  MM 1016.3  29.4    MM  22.8   MM -1.3    MM
2023 09 06 17 00  MM   MM   MM    MM    MM    MM  MM 1016.8  29.4    MM  22.7   MM -1.0    MM
2023 09 06 16 00  MM   MM   MM    MM    MM    MM  MM 1017.1  29.1    MM  23.3   MM -0.8    MM
2023 09 06 15 00  MM   MM   MM    MM    MM    MM  MM 1017.6  30.2    MM  22.9   MM +0.3    MM
2023 09 06 14 00  MM   MM   MM    MM    MM    MM  MM 1017.8  28.3    MM  21.6   MM +1.4    MM
2023 09 06 13 00  MM   MM   MM    MM    MM    MM  MM 1017.9  26.4    MM  22.4   MM +2.0    MM
2023 09 06 12 00  MM   MM   MM    MM    MM    MM  MM 1017.3  23.6    MM  22.5   MM +1.1    MM
2023 09 06 11 00  MM   MM   MM    MM    MM    MM  MM 1016.4  22.6    MM  21.7   MM -0.0    MM
2023 09 06 10 00  MM   MM   MM    MM    MM    MM  MM 1015.9  23.3    MM  22.1   MM -0.5    MM
2023 09 06 09 00  MM   MM   MM    MM    MM    MM  MM 1016.2  23.1    MM  22.1   MM -0.7    MM
2023 09 06 08 00  MM   MM   MM    MM    MM    MM  MM 1016.4  23.8    MM  22.9   MM -0.8    MM
2023 09 06 07 00  MM   MM   MM    MM    MM    MM  MM 1016.4  24.2    MM  23.1   MM -1.0    MM
2023 09 06 06 00  MM   MM   MM    MM    MM    MM  MM 1016.9  24.2    MM  22.9   MM -0.4    MM
2023 09 06 05 00  MM   MM   MM    MM    MM    MM  MM 1017.2  24.6    MM  22.9   MM +0.0    MM
2023 09 06 04 00  MM   MM   MM    MM    MM    MM  MM 1017.4  28.3    MM  21.6   MM +0.8    MM
2023 09 06 03 00  MM   MM   MM    MM    MM    MM  MM 1017.3  28.6    MM  21.8   MM +1.0    MM
2023 09 06 02 00  MM   MM   MM    MM    MM    MM  MM 1017.0  28.7    MM  21.7   MM +0.9    MM
2023 09 06 01 00  MM   MM   MM    MM    MM    MM  MM 1016.6  28.9    MM  21.3   MM +0.5    MM
2023 09 06 00 00  MM   MM   MM    MM    MM    MM  MM 1016.3  29.1    MM  21.5   MM +0.0    MM
2023 09 05 23 00  MM   MM   MM    MM    MM    MM  MM 1016.1  29.3    MM  21.9   MM -0.7    MM
2023 09 05 22 00  MM   MM   MM    MM    MM    MM  MM 1016.1  29.5    MM  22.4   MM -1.4    MM
2023 09 05 21 00  MM   MM   MM    MM    MM    MM  MM 1016.1  29.7    MM  22.5   MM -2.1    MM
2023 09 05 20 00  MM   MM   MM    MM    MM    MM  MM 1016.8  29.8    MM  22.0   MM -1.6    MM
2023 09 05 19 00  MM   MM   MM    MM    MM    MM  MM 1017.5  29.8    MM  22.8   MM -1.1    MM
2023 09 05 18 00  MM   MM   MM    MM    MM    MM  MM 1018.2  29.8    MM  23.1   MM -0.9    MM
2023 09 05 17 00  MM   MM   MM    MM    MM    MM  MM 1018.4  29.7    MM  23.9   MM -0.4    MM
2023 09 05 16 00  MM   MM   MM    MM    MM    MM  MM 1018.6  30.1    MM  18.3   MM   MM    MM
2023 09 05 15 00  MM   MM   MM    MM    MM    MM  MM 1019.1  29.4    MM  22.7   MM +0.9    MM
2023 09 05 14 00  MM   MM   MM    MM    MM    MM  MM 1018.8  26.3    MM  21.8   MM +1.3    MM
2023 09 05 12 00  MM   MM   MM    MM    MM    MM  MM 1018.2  22.4    MM  21.2   MM +1.1    MM
2023 09 05 11 00  MM   MM   MM    MM    MM    MM  MM 1017.5  21.6    MM  20.8   MM +0.3    MM
2023 09 05 10 00  MM   MM   MM    MM    MM    MM  MM 1017.1  22.0    MM  20.9   MM +0.0    MM
2023 09 05 09 00  MM   MM   MM    MM    MM    MM  MM 1017.1  22.2    MM  20.9   MM -0.3    MM
2023 09 05 08 00  MM   MM   MM    MM    MM    MM  MM 1017.2  22.5    MM  21.1   MM -0.3    MM
2023 09 05 07 00  MM   MM   MM    MM    MM    MM  MM 1017.3  23.0    MM  20.9   MM +0.3    MM
2023 09 05 06 00  MM   MM   MM    MM    MM    MM  MM 1017.4  23.7    MM  20.9   MM +0.9    MM
2023 09 05 05 00  MM   MM   MM    MM    MM    MM  MM 1017.5  25.0    MM  20.9   MM +1.2    MM
2023 09 05 04 00  MM   MM   MM    MM    MM    MM  MM 1017.0  23.8    MM  22.8   MM +1.2    MM
2023 09 05 03 00  MM   MM   MM    MM    MM    MM  MM 1016.5  24.9    MM  23.7   MM +1.1    MM
2023 09 05 02 00  MM   MM   MM    MM    MM    MM  MM 1016.3  25.4    MM  22.9   MM +0.7    MM
2023 09 05 01 00  MM   MM   MM    MM    MM    MM  MM 1015.8  27.2    MM  23.1   MM -0.0    MM
2023 09 05 00 00  MM   MM   MM    MM    MM    MM  MM 1015.4  28.5    MM  20.3   MM -0.7    MM
2023 09 04 23 00  MM   MM   MM    MM    MM    MM  MM 1015.6  29.2    MM  20.6   MM -1.0    MM
2023 09 04 22 00  MM   MM   MM    MM    MM    MM  MM 1015.8  29.3    MM  20.9   MM -1.4    MM
2023 09 04 21 00  MM   MM   MM    MM    MM    MM  MM 1016.1  29.5    MM  20.2   MM -1.5    MM
2023 09 04 20 00  MM   MM   MM    MM    MM    MM  MM 1016.6  29.1    MM  20.6   MM -1.7    MM
2023 09 04 19 00  MM   MM   MM    MM    MM    MM  MM 1017.2  29.0    MM  20.0   MM -1.6    MM
2023 09 04 18 00  MM   MM   MM    MM    MM    MM  MM 1017.6  28.9    MM  21.1   MM -1.4    MM
2023 09 04 17 00  MM   MM   MM    MM    MM    MM  MM 1018.3  30.2    MM  17.1   MM -0.7    MM
2023 09 04 16 00  MM   MM   MM    MM    MM    MM  MM 1018.8  29.2    MM  17.0   MM +0.0    MM
2023 09 04 15 00  MM   MM   MM    MM    MM    MM  MM 1019.0  28.5    MM  19.8   MM +0.6    MM
2023 09 04 14 00  MM   MM   MM    MM    MM    MM  MM 1019.0  27.6    MM  20.6   MM +1.2    MM
2023 09 04 13 00  MM   MM   MM    MM    MM    MM  MM 1018.6  25.0    MM  22.9   MM +1.5    MM
2023 09 04 12 00  MM   MM   MM    MM    MM    MM  MM 1018.4  23.2    MM  23.0   MM +1.6    MM
2023 09 04 11 00  MM   MM   MM    MM    MM    MM  MM 1017.8  22.6    MM  22.4   MM +1.1    MM
2023 09 04 10 00  MM   MM   MM    MM    MM    MM  MM 1017.1  22.6    MM  22.3   MM +0.5    MM
2023 09 04 09 00  MM   MM   MM    MM    MM    MM  MM 1016.8  22.9    MM  22.4   MM -0.0    MM
2023 09 04 08 00  MM   MM   MM    MM    MM    MM  MM 1016.7  23.5    MM  22.6   MM -0.7    MM
2023 09 04 07 00  MM   MM   MM    MM    MM    MM  MM 1016.6  23.9    MM  22.5   MM -0.8    MM
2023 09 04 06 00  MM   MM   MM    MM    MM    MM  MM 1017.0  24.7    MM  22.8   MM +0.0    MM
2023 09 04 05 00  MM   MM   MM    MM    MM    MM  MM 1017.4  25.2    MM  22.5   MM +0.3    MM
2023 09 04 04 00  MM   MM   MM    MM    MM    MM  MM 1017.4  26.2    MM  22.6   MM +0.9    MM
2023 09 04 03 00  MM   MM   MM    MM    MM    MM  MM 1017.2  25.9    MM  23.7   MM +0.8    MM
2023 09 04 02 00  MM   MM   MM    MM    MM    MM  MM 1017.1  26.3    MM  23.0   MM +0.8    MM
2023 09 04 01 00  MM   MM   MM    MM    MM    MM  MM 1016.5  28.4    MM  22.7   MM +0.0    MM
2023 09 04 00 00  MM   MM   MM    MM    MM    MM  MM 1016.4  28.5    MM  21.6   MM +0.0    MM
2023 09 03 23 00  MM   MM   MM    MM    MM    MM  MM 1016.3  28.9    MM  22.0   MM -0.6    MM
2023 09 03 22 00  MM   MM   MM    MM    MM    MM  MM 1016.4  29.7    MM  22.1   MM -1.4    MM
2023 09 03 21 00  MM   MM   MM    MM    MM    MM  MM 1016.5  29.4    MM  22.0   MM -2.0    MM
2023 09 03 20 00  MM   MM   MM    MM    MM    MM  MM 1016.9  31.0    MM  18.8   MM -2.4    MM
2023 09 03 19 00  MM   MM   MM    MM    MM    MM  MM 1017.8  30.8    MM  18.5   MM -2.0    MM
2023 09 03 18 00  MM   MM   MM    MM    MM    MM  MM 1018.5  30.9    MM  18.8   MM -1.6    MM
2023 09 03 17 00  MM   MM   MM    MM    MM    MM  MM 1019.3  29.6    MM  19.3   MM -0.5    MM
2023 09 03 16 00  MM   MM   MM    MM    MM    MM  MM 1019.8  29.3    MM  18.6   MM +0.0    MM
2023 09 03 15 00  MM   MM   MM    MM    MM    MM  MM 1020.1  28.5    MM  19.9   MM +0.8    MM
2023 09 03 14 00  MM   MM   MM    MM    MM    MM  MM 1019.8  27.6    MM  20.3   MM +0.7    MM
2023 09 03 13 00  MM   MM   MM    MM    MM    MM  MM 1019.7  25.9    MM  22.5   MM +1.0    MM
2023 09 03 12 00  MM   MM   MM    MM    MM    MM  MM 1019.3  23.8    MM  23.0   MM +1.0    MM
2023 09 03 11 00  MM   MM   MM    MM    MM    MM  MM 1019.1  23.5    MM  22.8   MM +0.8    MM
2023 09 03 10 00  MM   MM   MM    MM    MM    MM  MM 1018.7  23.6    MM  22.8   MM +0.3    MM
2023 09 03 09 00  MM   MM   MM    MM    MM    MM  MM 1018.3  23.6    MM  23.0   MM +0.0    MM
2023 09 03 08 00  MM   MM   MM    MM    MM    MM  MM 1018.3  23.7    MM  23.1   MM -0.7    MM
2023 09 03 07 00  MM   MM   MM    MM    MM    MM  MM 1018.4  24.3    MM  23.2   MM -0.9    MM
2023 09 03 06 00  MM   MM   MM    MM    MM    MM  MM 1018.5  24.8    MM  23.5   MM -0.6    MM
2023 09 03 05 00  MM   MM   MM    MM    MM    MM  MM 1019.0  25.4    MM  23.7   MM +0.0    MM
2023 09 03 04 00  MM   MM   MM    MM    MM    MM  MM 1019.3  26.6    MM  23.4   MM +0.6    MM
2023 09 03 03 00  MM   MM   MM    MM    MM    MM  MM 1019.1  26.7    MM  23.9   MM +0.5    MM
2023 09 03 02 00  MM   MM   MM    MM    MM    MM  MM 1018.9  26.7    MM  24.3   MM +0.4    MM
2023 09 03 01 00  MM   MM   MM    MM    MM    MM  MM 1018.7  27.3    MM  24.3   MM +0.3    MM
2023 09 03 00 00  MM   MM   MM    MM    MM    MM  MM 1018.6  28.2    MM  23.7   MM +0.0    MM
2023 09 02 23 00  MM   MM   MM    MM    MM    MM  MM 1018.5  29.3    MM  23.2   MM -0.5    MM
2023 09 02 22 00  MM   MM   MM    MM    MM    MM  MM 1018.4  29.7    MM  23.0   MM -1.3    MM
2023 09 02 21 00  MM   MM   MM    MM    MM    MM  MM 1018.4  30.1    MM  22.2   MM -1.9    MM
2023 09 02 20 00  MM   MM   MM    MM    MM    MM  MM 1019.0  29.7    MM  22.5   MM -1.5    MM
2023 09 02 19 00  MM   MM   MM    MM    MM    MM  MM 1019.7  29.2    MM  22.6   MM -1.3    MM
2023 09 02 18 00  MM   MM   MM    MM    MM    MM  MM 1020.3  29.2    MM  22.4   MM -0.4    MM
2023 09 02 17 00  MM   MM   MM    MM    MM    MM  MM 1020.5  28.5    MM  22.4   MM +0.0    MM
2023 09 02 16 00  MM   MM   MM    MM    MM    MM  MM 1021.0  28.0    MM  22.8   MM +0.5    MM
2023 09 02 15 00  MM   MM   MM    MM    MM    MM  MM 1020.7  27.5    MM  22.2   MM +0.5    MM
2023 09 02 14 00  MM   MM   MM    MM    MM    MM  MM 1020.6  26.3    MM  22.7   MM +1.3    MM
2023 09 02 13 00  MM   MM   MM    MM    MM    MM  MM 1020.5  24.9    MM  23.3   MM +1.5    MM
2023 09 02 12 00  MM   MM   MM    MM    MM    MM  MM 1020.2  23.9    MM  23.2   MM +1.4    MM
2023 09 02 11 00  MM   MM   MM    MM    MM    MM  MM 1019.3  23.3    MM  22.8   MM +0.6    MM
2023 09 02 10 00  MM   MM   MM    MM    MM    MM  MM 1019.0  23.0    MM  22.5   MM +0.0    MM
2023 09 02 09 00  MM   MM   MM    MM    MM    MM  MM 1018.8  23.0    MM  22.5   MM -1.0    MM
2023 09 02 08 00  MM   MM   MM    MM    MM    MM  MM 1018.7  23.2    MM  22.6   MM -1.8    MM
2023 09 02 07 00  MM   MM   MM    MM    MM    MM  MM 1018.9  23.5    MM  22.8   MM -1.6    MM
2023 09 02 06 00  MM   MM   MM    MM    MM    MM  MM 1019.8  23.7    MM  23.0   MM -0.4    MM
2023 09 02 05 00  MM   MM   MM    MM    MM    MM  MM 1020.5  23.8    MM  23.2   MM +0.6    MM
2023 09 02 04 00  MM   MM   MM    MM    MM    MM  MM 1020.5  24.3    MM  23.9   MM +1.1    MM
2023 09 02 03 00  MM   MM   MM    MM    MM    MM  MM 1020.2  25.0    MM  24.7   MM +1.2    MM
2023 09 02 02 00  MM   MM   MM    MM    MM    MM  MM 1019.9  25.4    MM  25.2   MM +1.7    MM
2023 09 02 01 00  MM   MM   MM    MM    MM    MM  MM 1019.4  25.2    MM  25.0   MM +0.4    MM
2023 09 02 00 00  MM   MM   MM    MM    MM    MM  MM 1019.0  25.4    MM  25.0   MM +0.3    MM
2023 09 01 23 00  MM   MM   MM    MM    MM    MM  MM 1018.2  25.6    MM  25.0   MM +0.5    MM
2023 09 01 22 00  MM   MM   MM    MM    MM    MM  MM 1019.0  25.5    MM  25.1   MM -0.0    MM
2023 09 01 21 00  MM   MM   MM    MM    MM    MM  MM 1018.7  27.1    MM  26.1   MM -0.0    MM
2023 09 01 20 00  MM   MM   MM    MM    MM    MM  MM 1017.7  27.5    MM  25.0   MM -0.6    MM
2023 09 01 19 00  MM   MM   MM    MM    MM    MM  MM 1019.0  26.3    MM  25.9   MM +0.5    MM
2023 09 01 18 00  MM   MM   MM    MM    MM    MM  MM 1018.9  28.2    MM  26.9   MM +0.3    MM
2023 09 01 17 00  MM   MM   MM    MM    MM    MM  MM 1018.3  27.2    MM  26.5   MM +0.0    MM
2023 09 01 16 00  MM   MM   MM    MM    MM    MM  MM 1018.5  29.7    MM  26.1   MM +0.6    MM
2023 09 01 15 00  MM   MM   MM    MM    MM    MM  MM 1018.6  30.0    MM  25.7   MM +1.1    MM
2023 09 01 14 00  MM   MM   MM    MM    MM    MM  MM 1018.4  29.2    MM  24.8   MM +1.6    MM
2023 09 01 13 00  MM   MM   MM    MM    MM    MM  MM 1017.9  26.5    MM  25.1   MM +1.7    MM
2023 09 01 12 00  MM   MM   MM    MM    MM    MM  MM 1017.5  24.9    MM    MM   MM +1.7    MM
2023 09 01 11 00  MM   MM   MM    MM    MM    MM  MM 1016.8  24.9    MM  24.6   MM +1.4    MM
2023 09 01 10 00  MM   MM   MM    MM    MM    MM  MM 1016.2  24.9    MM  24.7   MM +1.1    MM
2023 09 01 09 00  MM   MM   MM    MM    MM    MM  MM 1015.8  25.0    MM  24.7   MM +0.7    MM
2023 09 01 08 00  MM   MM   MM    MM    MM    MM  MM 1015.4  25.5    MM  25.1   MM +0.3    MM
2023 09 01 07 00  MM   MM   MM    MM    MM    MM  MM 1015.1  25.6    MM  25.2   MM +0.0    MM
2023 09 01 06 00  MM   MM   MM    MM    MM    MM  MM 1015.1  26.0    MM  25.4   MM +0.5    MM
2023 09 01 05 00  MM   MM   MM    MM    MM    MM  MM 1015.1  26.6    MM  25.9   MM +0.9    MM
2023 09 01 04 00  MM   MM   MM    MM    MM    MM  MM 1015.0  27.1    MM  26.1   MM +1.7    MM
2023 09 01 03 00  MM   MM   MM    MM    MM    MM  MM 1014.6  27.7    MM  26.4   MM +1.7    MM
2023 09 01 02 00  MM   MM   MM    MM    MM    MM  MM 1014.2  28.0    MM  26.3   MM +1.6    MM
2023 09 01 01 00  MM   MM   MM    MM    MM    MM  MM 1013.3  29.0    MM  26.5   MM +1.1    MM
2023 09 01 00 00  MM   MM   MM    MM    MM    MM  MM 1012.9  29.5    MM  26.1   MM +0.9    MM
2023 08 31 23 00  MM   MM   MM    MM    MM    MM  MM 1012.6  29.7    MM  26.1   MM +0.7    MM
2023 08 31 22 00  MM   MM   MM    MM    MM    MM  MM 1012.2  29.6    MM  25.8   MM -0.0    MM
2023 08 31 21 00  MM   MM   MM    MM    MM    MM  MM 1012.0  29.6    MM  25.4   MM -0.5    MM
2023 08 31 20 00  MM   MM   MM    MM    MM    MM  MM 1011.9  29.1    MM  25.9   MM -0.5    MM
2023 08 31 19 00  MM   MM   MM    MM    MM    MM  MM 1012.3  28.8    MM  25.7   MM +0.0    MM
2023 08 31 18 00  MM   MM   MM    MM    MM    MM  MM 1012.5  28.8    MM  26.1   MM +0.3    MM
2023 08 31 17 00  MM   MM   MM    MM    MM    MM  MM 1012.4  30.5    MM  27.6   MM   MM    MM
2023 08 31 16 00  MM   MM   MM    MM    MM    MM  MM 1012.4  29.6    MM  26.6   MM +1.3    MM
2023 08 31 15 00  MM   MM   MM    MM    MM    MM  MM 1012.2  27.8    MM  26.1   MM +1.5    MM
2023 08 31 13 00  MM   MM   MM    MM    MM    MM  MM 1011.1  26.0    MM  25.2   MM +1.7    MM
2023 08 31 12 00  MM   MM   MM    MM    MM    MM  MM 1010.7  25.2    MM  24.9   MM   MM    MM
2023 08 31 11 00  MM   MM   MM    MM    MM    MM  MM 1009.9  24.5    MM  24.4   MM +0.8    MM
2023 08 31 10 00  MM   MM   MM    MM    MM    MM  MM 1009.4  25.4    MM  25.2   MM +0.0    MM
2023 08 31 08 00  MM   MM   MM    MM    MM    MM  MM 1009.1  25.7    MM  25.2   MM +0.0    MM
2023 08 31 07 00  MM   MM   MM    MM    MM    MM  MM 1009.2  26.7    MM  25.9   MM +0.0    MM
2023 08 31 06 00  MM   MM   MM    MM    MM    MM  MM 1009.1  26.5    MM  25.7   MM +0.5    MM
2023 08 31 05 00  MM   MM   MM    MM    MM    MM  MM 1009.0  26.7    MM  25.5   MM +0.8    MM
2023 08 31 04 00 300  1.5  2.6    MM    MM    MM  MM 1009.2  27.8    MM  25.8   MM +2.0    MM
2023 08 31 03 00 290  2.1  2.6    MM    MM    MM  MM 1008.6  28.5    MM  25.3   MM +2.2    MM
2023 08 31 02 00 280  3.1  4.1    MM    MM    MM  MM 1008.2  28.4    MM  26.5   MM +2.9    MM
2023 08 31 01 00 280  4.1  5.1    MM    MM    MM  MM 1007.2  28.8    MM  27.1   MM +2.1    MM
2023 08 31 00 00 300  1.0  1.5    MM    MM    MM  MM 1006.4  28.8    MM  26.1   MM +1.9    MM
2023 08 30 23 00 280  2.6  3.6    MM    MM    MM  MM 1005.3  29.7    MM  25.1   MM +1.0    MM
2023 08 30 22 00 280  2.6  3.1    MM    MM    MM  MM 1005.1  29.9    MM  24.6   MM +1.5    MM
2023 08 30 21 00 280  4.1  5.7    MM    MM    MM  MM 1004.5  29.7    MM  24.1   MM +1.5    MM
2023 08 30 20 00 290  4.6  6.2    MM    MM    MM  MM 1004.3  28.6    MM  24.3   MM   MM    MM
2023 08 30 19 00 280  6.7  9.8    MM    MM    MM  MM 1003.6  28.5    MM  23.6   MM +3.7    MM
2023 08 30 18 00 280  6.2  7.7    MM    MM    MM  MM 1003.0  27.7    MM  23.6   MM +6.1    MM
2023 08 30 16 00 280 10.3 12.9    MM    MM    MM  MM  999.9  26.9    MM  24.3   MM +15.4    MM
2023 08 30 15 00 280 10.3 11.8    MM    MM    MM  MM  996.9  26.7    MM  24.6   MM +36.3    MM
2023 08 30 14 00 280 10.8 15.4    MM    MM    MM  MM  992.2  26.3    MM  25.3   MM +20.0    MM
2023 08 30 13 00 280 12.4 14.9    MM    MM    MM  MM  984.5  26.5    MM  25.4   MM -2.3    MM
2023 08 30 12 00  MM   MM   MM    MM    MM    MM  MM  960.6  27.4    MM  26.9   MM -32.5    MM
2023 08 30 11 00  60 27.3 34.5    MM    MM    MM  MM  972.2  25.1    MM  25.1   MM -25.3    MM
2023 08 30 10 00  50 19.6 24.2    MM    MM    MM  MM  986.8  24.7    MM  24.7   MM -13.5    MM
2023 08 30 09 00  40 11.3 13.9    MM    MM    MM  MM  993.1  24.5    MM  24.0   MM -10.7    MM
2023 08 30 08 00  60  8.8 13.9    MM    MM    MM  MM  997.5  24.2    MM  23.8   MM -7.9    MM
2023 08 30 07 00  50  8.8 12.4    MM    MM    MM  MM 1000.3  24.1    MM  23.7   MM -6.4    MM
2023 08 30 06 00  60  7.2  8.8    MM    MM    MM  MM 1003.8  24.4    MM  24.0   MM -3.6    MM
2023 08 30 05 00  60  6.2  8.8    MM    MM    MM  MM 1005.4  24.6    MM  24.2   MM -2.2    MM
2023 08 30 04 00  50  5.7  7.2    MM    MM    MM  MM 1006.7  24.7    MM  23.9   MM -0.9    MM
