#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 08 30 03 00  50  6.2  8.2    MM    MM    MM  MM 1007.4  24.9    MM  23.8   MM +0.0    MM
2023 08 30 02 00  70  6.2  7.2    MM    MM    MM  MM 1007.6  24.7    MM  23.4   MM -0.4    MM
2023 08 30 01 00 100  7.7  9.3    MM    MM    MM  MM 1007.6  26.4    MM  23.7   MM -0.6    MM
2023 08 30 00 00  70  4.6  5.1    MM    MM    MM  MM 1007.4  27.3    MM  24.3   MM -0.8    MM
2023 08 29 23 00  60  3.6  4.6    MM    MM    MM  MM 1008.0  28.3    MM  24.1   MM -0.5    MM
2023 08 29 22 00  70  3.6  4.1    MM    MM    MM  MM 1008.2  28.6    MM  22.5   MM -1.2    MM
2023 08 29 21 00 150  4.1  5.1    MM    MM    MM  MM 1008.2  31.5    MM  24.3   MM -2.3    MM
2023 08 29 20 00 170  4.6  5.7    MM    MM    MM  MM 1008.5  31.5    MM  22.9   MM -2.2    MM
2023 08 29 19 00 180  6.2  7.2    MM    MM    MM  MM 1009.4  31.4    MM  23.7   MM -2.3    MM
2023 08 29 18 00 130  5.1  6.2    MM    MM    MM  MM 1010.5  31.8    MM  22.3   MM -1.2    MM
2023 08 29 17 00 140  5.7  6.2    MM    MM    MM  MM 1010.7  31.2    MM  23.6   MM -0.7    MM
2023 08 29 16 00 130  4.6  6.7    MM    MM    MM  MM 1011.7  30.3    MM  24.8   MM +0.6    MM
2023 08 29 15 00 120  3.6  5.1    MM    MM    MM  MM 1011.7  28.7    MM  25.5   MM +1.0    MM
2023 08 29 14 00  90  4.1  4.6    MM    MM    MM  MM 1011.4  27.3    MM  24.7   MM +1.2    MM
2023 08 29 13 00  80  1.5  2.1    MM    MM    MM  MM 1011.1  25.5    MM  24.8   MM +1.6    MM
2023 08 29 12 00 110  4.1  5.1    MM    MM    MM  MM 1010.7  25.0    MM  24.4   MM +1.4    MM
2023 08 29 11 00  70  4.1  4.6    MM    MM    MM  MM 1010.2  24.5    MM  23.9   MM +0.3    MM
2023 08 29 10 00  70  3.1  3.6    MM    MM    MM  MM 1009.5  24.8    MM  23.7   MM -0.9    MM
2023 08 29 09 00  90  3.1  3.6    MM    MM    MM  MM 1009.3  24.9    MM  23.7   MM -1.8    MM
2023 08 29 08 00  80  3.6  4.1    MM    MM    MM  MM 1009.9  25.2    MM  23.6   MM -1.4    MM
2023 08 29 07 00 110  3.1  3.1    MM    MM    MM  MM 1010.4  24.9    MM  23.1   MM -0.8    MM
2023 08 29 06 00  90  4.6  5.1    MM    MM    MM  MM 1011.1  25.2    MM  22.6   MM +0.0    MM
2023 08 29 05 00  60  3.1  3.6    MM    MM    MM  MM 1011.3  25.2    MM  22.8   MM +0.5    MM
2023 08 29 04 00  50  3.1  3.6    MM    MM    MM  MM 1011.2  24.9    MM  22.9   MM +0.0    MM
2023 08 29 03 00 100  4.6  5.1    MM    MM    MM  MM 1011.3  25.7    MM  22.5   MM +0.6    MM
2023 08 29 02 00  60  4.1  5.1    MM    MM    MM  MM 1010.8  25.3    MM  23.9   MM +1.5    MM
2023 08 29 01 00  40  3.1  3.6    MM    MM    MM  MM 1011.0  24.4    MM  23.2   MM +1.8    MM
2023 08 29 00 00  20  6.2  7.7    MM    MM    MM  MM 1010.7  29.2    MM  23.3   MM +2.1    MM
2023 08 28 23 00 230  2.1  2.1    MM    MM    MM  MM 1009.3  30.9    MM  25.0   MM +0.6    MM
2023 08 28 22 00 210  2.6  3.6    MM    MM    MM  MM 1009.2  31.2    MM  24.5   MM -0.0    MM
2023 08 28 21 00 200  2.6  3.1    MM    MM    MM  MM 1008.6  30.7    MM  25.5   MM -1.2    MM
2023 08 28 20 00 250  2.6  3.1    MM    MM    MM  MM 1008.7  31.2    MM  25.2   MM -1.4    MM
2023 08 28 19 00 210  4.6  5.1    MM    MM    MM  MM 1009.3  30.4    MM  25.2   MM -1.2    MM
2023 08 28 18 00 180  4.6  5.7    MM    MM    MM  MM 1009.8  31.5    MM  24.2   MM -1.2    MM
2023 08 28 17 00 110  3.1  4.1    MM    MM    MM  MM 1010.1  31.5    MM  23.0   MM -0.6    MM
2023 08 28 16 00  80  3.1  4.1    MM    MM    MM  MM 1010.5  31.1    MM  23.2   MM +0.0    MM
2023 08 28 15 00  90  3.1  4.6    MM    MM    MM  MM 1011.0  29.7    MM  23.1   MM +0.9    MM
2023 08 28 14 00  90  4.6  6.2    MM    MM    MM  MM 1010.7  28.1    MM  24.8   MM +1.5    MM
2023 08 28 13 00  70  4.6  5.7    MM    MM    MM  MM 1010.4  26.3    MM  24.9   MM +1.8    MM
2023 08 28 12 00  60  3.6  4.1    MM    MM    MM  MM 1010.1  24.9    MM  24.5   MM +2.0    MM
2023 08 28 11 00  40  2.6  3.6    MM    MM    MM  MM 1009.2  25.0    MM  24.5   MM +1.0    MM
2023 08 28 10 00  50  2.6  3.6    MM    MM    MM  MM 1008.6  25.3    MM  24.7   MM -0.0    MM
2023 08 28 09 00  70  3.6  4.1    MM    MM    MM  MM 1008.1  25.9    MM  24.7   MM -1.1    MM
2023 08 28 08 00  90  3.6  4.6    MM    MM    MM  MM 1008.2  26.1    MM  24.7   MM -1.1    MM
2023 08 28 07 00  80  4.1  5.1    MM    MM    MM  MM 1008.6  26.6    MM  24.9   MM -0.9    MM
2023 08 28 06 00  90  4.1  4.6    MM    MM    MM  MM 1009.2  27.1    MM  25.4   MM +0.0    MM
2023 08 28 05 00  90  3.1  3.6    MM    MM    MM  MM 1009.3  27.6    MM  26.0   MM +0.4    MM
2023 08 28 04 00 100  3.1  3.1    MM    MM    MM  MM 1009.5  28.1    MM  26.5   MM +1.0    MM
2023 08 28 03 00  50  0.5  1.0    MM    MM    MM  MM 1009.3  28.3    MM  26.7   MM +1.1    MM
2023 08 28 02 00  50  1.0  1.5    MM    MM    MM  MM 1008.9  29.6    MM  27.1   MM +0.7    MM
2023 08 28 01 00 270  2.1  2.6    MM    MM    MM  MM 1008.5  30.9    MM  25.9   MM +0.4    MM
2023 08 28 00 00 240  3.1  4.1    MM    MM    MM  MM 1008.2  31.0    MM  25.9   MM +0.3    MM
2023 08 27 23 00 230  2.6  3.1    MM    MM    MM  MM 1008.2  31.3    MM  26.3   MM +0.5    MM
2023 08 27 22 00 240  4.6  4.6    MM    MM    MM  MM 1008.1  31.3    MM  26.0   MM -0.4    MM
2023 08 27 21 00 230  3.6  3.6    MM    MM    MM  MM 1007.9  31.0    MM  25.7   MM -1.3    MM
2023 08 27 20 00 240  4.1  4.6    MM    MM    MM  MM 1007.7  30.8    MM  25.7   MM -2.0    MM
2023 08 27 19 00 240  3.6  4.6    MM    MM    MM  MM 1008.5  30.6    MM  26.0   MM -1.7    MM
2023 08 27 18 00 220  3.6  4.1    MM    MM    MM  MM 1009.2  30.3    MM  26.0   MM -1.3    MM
2023 08 27 17 00 220  2.6  3.6    MM    MM    MM  MM 1009.7  29.9    MM  26.2   MM -0.4    MM
2023 08 27 16 00 210  2.6  3.1    MM    MM    MM  MM 1010.2  29.7    MM  25.8   MM +0.0    MM
2023 08 27 15 00 190  3.6  4.1    MM    MM    MM  MM 1010.5  29.5    MM  25.2   MM +0.6    MM
2023 08 27 14 00 140  1.5  2.1    MM    MM    MM  MM 1010.1  29.5    MM  25.0   MM +0.4    MM
2023 08 27 13 00  90  2.6  3.6    MM    MM    MM  MM 1010.2  27.3    MM  24.4   MM +0.7    MM
2023 08 27 12 00  70  2.6  3.1    MM    MM    MM  MM 1009.9  25.5    MM  23.8   MM +0.6    MM
2023 08 27 11 00 100  3.1  3.1    MM    MM    MM  MM 1009.7  25.1    MM  23.8   MM +0.0    MM
2023 08 27 10 00 100  3.1  3.6    MM    MM    MM  MM 1009.5  25.3    MM  23.9   MM -0.4    MM
2023 08 27 09 00 110  3.1  3.6    MM    MM    MM  MM 1009.3  26.3    MM  24.0   MM -0.8    MM
2023 08 27 08 00 110  3.6  4.1    MM    MM    MM  MM 1009.5  26.5    MM  24.4   MM -0.9    MM
2023 08 27 07 00 100  2.6  3.6    MM    MM    MM  MM 1009.9  26.4    MM  25.8   MM -0.6    MM
2023 08 27 06 00 100  3.6  4.6    MM    MM    MM  MM 1010.1  26.6    MM  26.0   MM -0.3    MM
2023 08 27 05 00  70  2.6  2.6    MM    MM    MM  MM 1010.4  27.2    MM  25.8   MM +0.7    MM
2023 08 27 04 00  20  2.1  2.6    MM    MM    MM  MM 1010.5  28.3    MM  26.5   MM +1.5    MM
2023 08 27 03 00 280  1.5  2.1    MM    MM    MM  MM 1010.4  30.9    MM  26.7   MM +1.7    MM
2023 08 27 02 00  10  1.0  1.0    MM    MM    MM  MM 1009.7  29.7    MM  27.1   MM +0.9    MM
2023 08 27 01 00 260  2.1  2.6    MM    MM    MM  MM 1009.0  31.1    MM  26.2   MM -0.0    MM
2023 08 27 00 00 260  2.1  2.6    MM    MM    MM  MM 1008.7  31.1    MM  26.0   MM -0.7    MM
2023 08 26 23 00 280  2.1  2.6    MM    MM    MM  MM 1008.8  31.8    MM  25.6   MM -1.0    MM
2023 08 26 22 00 280  3.6  4.1    MM    MM    MM  MM 1009.2  31.5    MM  25.4   MM -1.2    MM
2023 08 26 21 00 280  4.1  5.1    MM    MM    MM  MM 1009.4  30.9    MM  25.6   MM -1.9    MM
2023 08 26 20 00 260  4.1  4.6    MM    MM    MM  MM 1009.8  30.4    MM  25.2   MM -2.2    MM
2023 08 26 19 00 250  3.6  4.1    MM    MM    MM  MM 1010.4  29.7    MM  25.1   MM -2.0    MM
2023 08 26 18 00 220  2.6  3.6    MM    MM    MM  MM 1011.3  29.4    MM  24.0   MM -1.6    MM
2023 08 26 17 00 240  2.1  2.6    MM    MM    MM  MM 1012.0  30.4    MM  23.8   MM -1.0    MM
2023 08 26 16 00  60  2.1  2.6    MM    MM    MM  MM 1012.4  30.2    MM  22.8   MM -0.4    MM
2023 08 26 15 00  50  3.1  4.6    MM    MM    MM  MM 1012.9  28.2    MM  23.2   MM +0.6    MM
2023 08 26 14 00  50  2.1  2.6    MM    MM    MM  MM 1013.0  25.8    MM  23.5   MM +1.0    MM
2023 08 26 13 00  60  2.6  4.1    MM    MM    MM  MM 1012.8  25.0    MM  23.3   MM +1.4    MM
2023 08 26 12 00  20  3.1  4.1    MM    MM    MM  MM 1012.3  23.8    MM  23.2   MM +0.6    MM
2023 08 26 11 00  30  2.6  3.1    MM    MM    MM  MM 1012.0  24.0    MM  23.2   MM -0.0    MM
2023 08 26 10 00  20  1.0  1.5    MM    MM    MM  MM 1011.4  24.0    MM  22.8   MM -1.6    MM
2023 08 26 09 00 350  2.1  2.6    MM    MM    MM  MM 1011.7  24.8    MM  22.2   MM -1.6    MM
2023 08 26 08 00  80  1.5  2.1    MM    MM    MM  MM 1012.1  24.6    MM  23.1   MM -2.0    MM
2023 08 26 07 00 360  1.0  1.5    MM    MM    MM  MM 1013.0  24.8    MM  22.4   MM -1.2    MM
2023 08 26 06 00  50  1.5  2.6    MM    MM    MM  MM 1013.3  24.6    MM  22.8   MM -0.9    MM
2023 08 26 05 00  20  2.6  4.1    MM    MM    MM  MM 1014.1  25.1    MM  23.0   MM +0.4    MM
2023 08 26 04 00 340  2.1  3.6    MM    MM    MM  MM 1014.2  25.8    MM  24.4   MM +1.5    MM
2023 08 26 03 00  20  1.0  1.0    MM    MM    MM  MM 1014.2  26.6    MM  24.7   MM +1.7    MM
2023 08 26 02 00  10  2.1  2.1    MM    MM    MM  MM 1013.7    MM    MM    MM   MM +1.6    MM
2023 08 26 01 00 240  3.6  4.1    MM    MM    MM  MM 1012.7  31.5    MM  25.9   MM +0.5    MM
2023 08 26 00 00 220  3.1  3.1    MM    MM    MM  MM 1012.5  31.6    MM  25.6   MM -0.3    MM
2023 08 25 23 00 260  3.1  3.6    MM    MM    MM  MM 1012.1  32.1    MM  25.7   MM -1.3    MM
2023 08 25 22 00 240  3.6  4.1    MM    MM    MM  MM 1012.2  31.8    MM  25.6   MM -2.1    MM
2023 08 25 21 00 270  5.1  5.7    MM    MM    MM  MM 1012.8  31.7    MM  25.0   MM -2.5    MM
2023 08 25 20 00 270  5.1  6.2    MM    MM    MM  MM 1013.4  31.4    MM  24.9   MM -2.6    MM
2023 08 25 19 00 270  5.1  5.1    MM    MM    MM  MM 1014.3  30.7    MM  24.1   MM -2.2    MM
2023 08 25 18 00 270  4.1  4.6    MM    MM    MM  MM 1015.3  30.3    MM  23.4   MM -1.3    MM
2023 08 25 17 00 260  4.1  4.6    MM    MM    MM  MM 1016.0  29.6    MM  23.7   MM -0.6    MM
2023 08 25 16 00 230  3.1  3.6    MM    MM    MM  MM 1016.5  28.8    MM  23.2   MM +0.0    MM
2023 08 25 15 00 240  1.5  1.5    MM    MM    MM  MM 1016.6  29.0    MM  22.2   MM +0.4    MM
2023 08 25 14 00 120  2.1  2.6    MM    MM    MM  MM 1016.6  28.5    MM  21.2   MM +0.8    MM
2023 08 25 13 00 100  2.6  2.6    MM    MM    MM  MM 1016.5  26.4    MM  22.5   MM +1.0    MM
2023 08 25 12 00  60  2.1  2.6    MM    MM    MM  MM 1016.2  24.3    MM  22.7   MM +1.1    MM
2023 08 25 11 00  60  2.6  3.1    MM    MM    MM  MM 1015.8  23.7    MM  22.6   MM +0.7    MM
2023 08 25 10 00  50  2.1  2.6    MM    MM    MM  MM 1015.5  24.0    MM  22.8   MM -0.0    MM
2023 08 25 09 00  80  2.6  2.6    MM    MM    MM  MM 1015.1  24.8    MM  22.8   MM -0.7    MM
2023 08 25 08 00  90  2.6  3.1    MM    MM    MM  MM 1015.1  25.2    MM  22.8   MM -1.0    MM
2023 08 25 07 00 110  2.1  3.1    MM    MM    MM  MM 1015.4  26.0    MM  22.9   MM -0.7    MM
2023 08 25 06 00 120  2.6  3.1    MM    MM    MM  MM 1015.8  26.3    MM  23.0   MM +0.0    MM
2023 08 25 05 00  90  2.6  3.1    MM    MM    MM  MM 1016.1  27.0    MM  23.1   MM +0.7    MM
2023 08 25 04 00  90  3.6  4.6    MM    MM    MM  MM 1016.1  28.0    MM  23.2   MM +1.2    MM
2023 08 25 03 00  90  4.1  4.6    MM    MM    MM  MM 1015.9  28.9    MM  24.1   MM +1.4    MM
2023 08 25 02 00  60  2.6  3.6    MM    MM    MM  MM 1015.4  29.3    MM  24.5   MM +1.1    MM
2023 08 25 01 00  20  2.1  2.6    MM    MM    MM  MM 1014.9  30.0    MM  23.9   MM +0.7    MM
2023 08 25 00 00  20  1.5  2.1    MM    MM    MM  MM 1014.5  31.9    MM  23.2   MM +0.0    MM
2023 08 24 23 00  60  1.5  2.1    MM    MM    MM  MM 1014.3  32.5    MM  22.6   MM -0.9    MM
2023 08 24 22 00  50  3.1  4.1    MM    MM    MM  MM 1014.2  32.7    MM  21.3   MM -2.2    MM
2023 08 24 21 00  40  2.1  2.6    MM    MM    MM  MM 1014.4  32.5    MM  20.6   MM -2.5    MM
2023 08 24 20 00  20  3.1  4.1    MM    MM    MM  MM 1015.2  32.5    MM  19.8   MM -1.6    MM
2023 08 24 19 00  50  3.6  5.7    MM    MM    MM  MM 1016.4  32.2    MM  19.8   MM -0.6    MM
2023 08 24 18 00  30  3.6  5.1    MM    MM    MM  MM 1016.9  31.5    MM  19.2   MM +0.0    MM
2023 08 24 17 00  40  3.6  5.7    MM    MM    MM  MM 1016.8  30.9    MM  19.4   MM +0.0    MM
2023 08 24 16 00  30  3.6  4.6    MM    MM    MM  MM 1017.0  30.2    MM  20.5   MM +0.8    MM
2023 08 24 15 00  30  3.1  4.1    MM    MM    MM  MM 1016.8  28.6    MM  22.4   MM +0.8    MM
2023 08 24 14 00  50  3.6  5.1    MM    MM    MM  MM 1016.6  27.2    MM  22.9   MM +1.0    MM
2023 08 24 13 00  50  4.6  6.2    MM    MM    MM  MM 1016.2  25.3    MM  21.9   MM   MM    MM
2023 08 24 12 00  40  3.1  3.6    MM    MM    MM  MM 1016.0  23.8    MM  22.4   MM +1.3    MM
2023 08 24 11 00  30  3.1  3.6    MM    MM    MM  MM 1015.6  23.5    MM  22.6   MM +0.6    MM
2023 08 24 09 00  50  3.6  4.6    MM    MM    MM  MM 1014.7  24.5    MM  23.2   MM -0.4    MM
2023 08 24 08 00  60  3.6  5.1    MM    MM    MM  MM 1015.0  24.9    MM  23.2   MM -0.4    MM
2023 08 24 07 00  50  3.1   MM    MM    MM    MM  MM     MM  25.6    MM  23.4   MM   MM    MM
2023 08 24 06 00  50  4.1  5.7    MM    MM    MM  MM 1015.1  26.0    MM  24.0   MM -0.5    MM
2023 08 24 05 00  60  4.6  5.7    MM    MM    MM  MM 1015.4  26.6    MM  24.4   MM +0.5    MM
2023 08 24 04 00  70  4.6  6.2    MM    MM    MM  MM 1015.4  27.3    MM  24.5   MM +0.8    MM
2023 08 24 03 00  60  3.1  4.1    MM    MM    MM  MM 1015.6  27.7    MM  24.3   MM +1.6    MM
2023 08 24 02 00  60  4.1  5.1    MM    MM    MM  MM 1014.9  28.2    MM  23.8   MM +1.6    MM
2023 08 24 01 00  60  4.1  4.6    MM    MM    MM  MM 1014.6  29.1    MM  23.8   MM +1.6    MM
2023 08 24 00 00  60  6.2  7.2    MM    MM    MM  MM 1014.0  30.1    MM  23.8   MM +1.0    MM
2023 08 23 23 00  50  3.6  5.1    MM    MM    MM  MM 1013.3  30.5    MM  24.3   MM -0.0    MM
2023 08 23 22 00  70  9.3 12.4    MM    MM    MM  MM 1013.0  33.1    MM  23.3   MM -0.9    MM
2023 08 23 21 00  70  4.6  5.7    MM    MM    MM  MM 1013.0  34.1    MM  21.7   MM -1.6    MM
2023 08 23 20 00  70  6.2  9.8    MM    MM    MM  MM 1013.3  34.0    MM  21.4   MM -1.8    MM
2023 08 23 19 00  20  3.6  5.7    MM    MM    MM  MM 1013.9  33.9    MM  21.8   MM -1.5    MM
2023 08 23 18 00  30  2.6  4.6    MM    MM    MM  MM 1014.6  33.6    MM  21.7   MM -1.2    MM
2023 08 23 17 00  MM  0.0  0.5    MM    MM    MM  MM 1015.1  31.5    MM  24.1   MM -0.4    MM
2023 08 23 16 00 240  3.1  4.1    MM    MM    MM  MM 1015.4  30.4    MM  25.8   MM +0.3    MM
2023 08 23 15 00 210  2.1  2.6    MM    MM    MM  MM 1015.8  30.1    MM  25.6   MM +1.2    MM
2023 08 23 14 00 160  1.0  1.5    MM    MM    MM  MM 1015.5  30.2    MM  24.3   MM +1.1    MM
2023 08 23 13 00  90  2.6  3.1    MM    MM    MM  MM 1015.1  28.3    MM  24.5   MM +1.1    MM
2023 08 23 12 00  60  2.6  3.1    MM    MM    MM  MM 1014.6  26.5    MM  25.0   MM +0.7    MM
2023 08 23 11 00  60  1.5  1.5    MM    MM    MM  MM 1014.4  26.7    MM  25.7   MM +0.4    MM
2023 08 23 10 00  60  2.1  2.1    MM    MM    MM  MM 1014.0  26.5    MM  25.7   MM +0.0    MM
2023 08 23 09 00  60  2.1  2.1    MM    MM    MM  MM 1013.9  27.3    MM  26.2   MM -0.3    MM
2023 08 23 08 00  90  1.5  1.5    MM    MM    MM  MM 1014.0  27.3    MM  26.0   MM -0.4    MM
2023 08 23 07 00  40  1.0  1.5    MM    MM    MM  MM 1013.9  27.9    MM  26.0   MM -0.5    MM
2023 08 23 06 00  80  1.5  1.5    MM    MM    MM  MM 1014.2  28.3    MM  26.3   MM -0.3    MM
2023 08 23 05 00  40  1.0  1.5    MM    MM    MM  MM 1014.4  28.8    MM  26.3   MM +0.0    MM
2023 08 23 04 00 300  3.1  4.6    MM    MM    MM  MM 1014.4  31.3    MM  26.5   MM +0.4    MM
2023 08 23 03 00  MM  0.0  1.5    MM    MM    MM  MM 1014.5  30.1    MM  26.8   MM +0.7    MM
2023 08 23 02 00 290  2.1  2.6    MM    MM    MM  MM 1014.3  32.0    MM  25.1   MM +0.4    MM
2023 08 23 01 00 270  2.6  3.1    MM    MM    MM  MM 1014.0  31.8    MM  25.8   MM +0.0    MM
2023 08 23 00 00 250  2.1  2.6    MM    MM    MM  MM 1013.8  32.0    MM  25.7   MM +0.0    MM
2023 08 22 23 00 270  3.1  3.6    MM    MM    MM  MM 1013.9  32.3    MM  25.2   MM -0.9    MM
2023 08 22 22 00 280  3.1  4.6    MM    MM    MM  MM 1014.0  32.4    MM  25.1   MM -1.6    MM
2023 08 22 21 00 270  4.6  4.6    MM    MM    MM  MM 1014.0  31.9    MM  25.4   MM -2.2    MM
2023 08 22 20 00 270  3.6  4.1    MM    MM    MM  MM 1014.8  31.1    MM  25.0   MM -2.2    MM
2023 08 22 19 00 270  4.1  5.1    MM    MM    MM  MM 1015.6  31.0    MM  24.5   MM -2.0    MM
2023 08 22 18 00 270  3.6  4.1    MM    MM    MM  MM 1016.2  31.0    MM  23.9   MM -1.7    MM
2023 08 22 17 00 260  3.1  3.6    MM    MM    MM  MM 1017.0  29.5    MM  23.4   MM -0.6    MM
2023 08 22 16 00 230  2.6  3.1    MM    MM    MM  MM 1017.6  28.9    MM  23.1   MM +0.0    MM
2023 08 22 15 00 230  1.5  2.1    MM    MM    MM  MM 1017.9  28.5    MM  23.0   MM +0.3    MM
2023 08 22 14 00 200  0.5  1.0    MM    MM    MM  MM 1017.6  28.5    MM  21.9   MM +0.3    MM
2023 08 22 13 00  80  1.5  2.1    MM    MM    MM  MM 1017.8  25.9    MM  23.7   MM +0.5    MM
2023 08 22 12 00  50  2.1  2.6    MM    MM    MM  MM 1017.6  23.6    MM  23.0   MM +0.4    MM
2023 08 22 11 00  50  1.5  2.1    MM    MM    MM  MM 1017.3  23.3    MM  22.7   MM +0.0    MM
2023 08 22 10 00  80  1.5  2.1    MM    MM    MM  MM 1017.3  23.6    MM  22.8   MM -0.5    MM
2023 08 22 09 00  60  2.1  2.6    MM    MM    MM  MM 1017.2  23.8    MM  22.6   MM -1.0    MM
2023 08 22 08 00  70  1.5  2.1    MM    MM    MM  MM 1017.3  24.3    MM  22.7   MM -1.2    MM
2023 08 22 07 00 100  2.1  2.6    MM    MM    MM  MM 1017.8  24.8    MM  22.4   MM -0.9    MM
2023 08 22 06 00  90  2.1  2.6    MM    MM    MM  MM 1018.2  25.6    MM  22.4   MM -0.3    MM
2023 08 22 05 00  90  3.6  4.6    MM    MM    MM  MM 1018.5  26.4    MM  22.5   MM +0.0    MM
2023 08 22 04 00  90  2.6  3.1    MM    MM    MM  MM 1018.7  27.3    MM  23.0   MM +1.1    MM
2023 08 22 03 00  90  3.6  4.6    MM    MM    MM  MM 1018.5  28.8    MM  22.7   MM +1.1    MM
2023 08 22 02 00  70  2.1  2.1    MM    MM    MM  MM 1018.3  29.8    MM  23.9   MM +1.1    MM
2023 08 22 01 00  80  1.5  1.5    MM    MM    MM  MM 1017.6  30.1    MM  25.5   MM +0.5    MM
2023 08 22 00 00  70  1.5  2.1    MM    MM    MM  MM 1017.4  32.2    MM  22.6   MM +0.5    MM
2023 08 21 23 00  50  3.1  4.1    MM    MM    MM  MM 1017.2  33.3    MM  21.5   MM -0.0    MM
2023 08 21 22 00  90  5.7  6.7    MM    MM    MM  MM 1017.1  33.6    MM  20.5   MM -0.9    MM
2023 08 21 21 00  80  6.2  7.2    MM    MM    MM  MM 1016.9  33.5    MM  20.3   MM -1.7    MM
2023 08 21 20 00  60  5.7  8.2    MM    MM    MM  MM 1017.3  33.2    MM  20.6   MM -2.1    MM
2023 08 21 19 00  80  7.2  8.2    MM    MM    MM  MM 1018.0  32.9    MM  19.9   MM -1.7    MM
2023 08 21 18 00  70  4.6  6.7    MM    MM    MM  MM 1018.6  32.2    MM  19.4   MM -1.6    MM
2023 08 21 17 00  70  2.1  3.1    MM    MM    MM  MM 1019.4  31.3    MM  22.0   MM -0.7    MM
2023 08 21 16 00  80  4.6  5.7    MM    MM    MM  MM 1019.7  30.2    MM  22.5   MM -0.7    MM
2023 08 21 15 00  70  6.2  6.7    MM    MM    MM  MM 1020.2  29.2    MM  24.4   MM +0.4    MM
2023 08 21 14 00  80  5.7  7.2    MM    MM    MM  MM 1020.1  27.9    MM  24.7   MM +1.0    MM
2023 08 21 13 00  70  3.6  5.1    MM    MM    MM  MM 1020.4  26.0    MM  25.2   MM +1.6    MM
2023 08 21 12 00  60  3.1  4.1    MM    MM    MM  MM 1019.8  24.7    MM  24.6   MM +1.3    MM
2023 08 21 11 00  60  4.1  5.1    MM    MM    MM  MM 1019.1  24.3    MM  24.3   MM +0.7    MM
2023 08 21 10 00  60  3.1  4.1    MM    MM    MM  MM 1018.8  24.3    MM  24.3   MM +0.5    MM
2023 08 21 09 00  50  3.6  5.1    MM    MM    MM  MM 1018.5  24.3    MM  24.1   MM +0.0    MM
2023 08 21 08 00  50  2.6  4.1    MM    MM    MM  MM 1018.4  24.3    MM  24.0   MM -0.3    MM
2023 08 21 07 00  60  3.1  3.6    MM    MM    MM  MM 1018.3  24.5    MM  24.1   MM -0.4    MM
2023 08 21 06 00  60  3.1  3.6    MM    MM    MM  MM 1018.4  24.9    MM  24.3   MM -0.5    MM
2023 08 21 05 00  70  4.6  5.7    MM    MM    MM  MM 1018.7  25.4    MM  24.2   MM +0.0    MM
2023 08 21 04 00  60  3.6  4.1    MM    MM    MM  MM 1018.7  25.2    MM  24.2   MM +0.0    MM
2023 08 21 03 00  60  3.1  3.6    MM    MM    MM  MM 1018.9  25.6    MM  24.3   MM +0.9    MM
2023 08 21 02 00  90  3.6  4.1    MM    MM    MM  MM 1018.9  26.3    MM  24.3   MM +0.8    MM
2023 08 21 01 00  80  4.1  4.6    MM    MM    MM  MM 1018.5  26.8    MM  23.9   MM +0.8    MM
2023 08 21 00 00  70  3.6  4.1    MM    MM    MM  MM 1018.0  27.3    MM  24.9   MM +0.8    MM
2023 08 20 23 00  80  3.6  4.1    MM    MM    MM  MM 1018.1  27.6    MM  25.1   MM +1.1    MM
2023 08 20 22 00  90  4.1  5.1    MM    MM    MM  MM 1017.7  28.4    MM  24.9   MM -0.0    MM
2023 08 20 21 00 100  5.1  6.2    MM    MM    MM  MM 1017.2  27.6    MM  24.8   MM -1.1    MM
2023 08 20 20 00 250  3.6  3.6    MM    MM    MM  MM 1017.0  30.5    MM  24.7   MM -1.4    MM
2023 08 20 19 00 240  2.6  2.6    MM    MM    MM  MM 1017.5  31.3    MM  23.4   MM -1.2    MM
2023 08 20 18 00  80  3.6  5.1    MM    MM    MM  MM 1018.3  31.4    MM  22.6   MM -0.5    MM
2023 08 20 17 00 110  4.1  6.7    MM    MM    MM  MM 1018.4  30.9    MM  22.4   MM +0.0    MM
2023 08 20 16 00 100  5.1  6.2    MM    MM    MM  MM 1018.7  30.2    MM  22.3   MM +0.9    MM
2023 08 20 15 00  90  5.1  6.7    MM    MM    MM  MM 1018.8  29.2    MM  22.9   MM +1.5    MM
2023 08 20 14 00  90  5.1  6.2    MM    MM    MM  MM 1018.3  28.0    MM  23.5   MM +1.6    MM
2023 08 20 13 00  80  3.6  4.6    MM    MM    MM  MM 1017.8  26.4    MM  24.3   MM +1.6    MM
2023 08 20 12 00  70  3.6  4.6    MM    MM    MM  MM 1017.3  24.7    MM  24.3   MM +1.3    MM
2023 08 20 11 00  60  3.6  4.1    MM    MM    MM  MM 1016.7  24.6    MM  24.3   MM +0.8    MM
2023 08 20 10 00  70  3.6  4.6    MM    MM    MM  MM 1016.2  24.9    MM  24.4   MM +0.4    MM
2023 08 20 09 00  70  4.6  5.1    MM    MM    MM  MM 1016.0  25.2    MM  24.3   MM +0.0    MM
2023 08 20 08 00  70  3.6  4.6    MM    MM    MM  MM 1015.9  25.5    MM  24.6   MM +0.0    MM
