#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 09 28 21 10  MM   MM   MM   2.0     7   6.3  98     MM    MM    MM    MM   MM   MM    MM
2023 09 01 17 30  90  8.0 10.0    MM    MM    MM  MM 1018.2  25.5  25.9  20.3   MM   MM    MM
2023 09 01 17 20  90  8.0 10.0   2.6    10   6.6  98 1018.2  25.5  25.9  20.0   MM   MM    MM
2023 09 01 17 10  90  8.0 10.0   2.6    MM   6.6  98 1018.1  25.4  25.9  20.1   MM   MM    MM
2023 09 01 17 00  90  8.0 11.0    MM    MM    MM  MM 1018.0  25.4  25.9  20.0   MM +1.1    MM
2023 09 01 16 50  90  8.0 11.0   2.8    11   6.8  97 1018.0  25.4  25.9  20.3   MM   MM    MM
2023 09 01 16 40  90  8.0 10.0    MM    MM    MM  MM 1017.9  25.4  25.9  20.1   MM   MM    MM
2023 09 01 16 30  90  9.0 11.0    MM    MM    MM  MM 1017.9  25.4  25.9  20.0   MM   MM    MM
2023 09 01 16 20  90  8.0 11.0   2.5    10   6.6  93 1017.8  25.4  25.9  20.2   MM   MM    MM
2023 09 01 16 10 100  9.0 11.0   2.5    MM   6.6  93 1017.7  25.4  25.9  20.1   MM   MM    MM
2023 09 01 16 00 100  8.0 11.0    MM    MM    MM  MM 1017.7  25.4  25.9  20.4   MM +0.7    MM
2023 09 01 15 50 100  8.0 11.0   2.6    10   6.8  97 1017.5  25.4  25.9  20.2   MM   MM    MM
2023 09 01 15 40 100  9.0 11.0    MM    MM    MM  MM 1017.4  25.5  25.9  20.0   MM   MM    MM
2023 09 01 15 30 100  9.0 11.0    MM    MM    MM  MM 1017.4  25.5  25.9  20.0   MM   MM    MM
2023 09 01 15 20 100  8.0 10.0   2.5    11   6.7  99 1017.3  25.4  25.9  20.5   MM   MM    MM
2023 09 01 15 10 100  8.0 10.0   2.5    MM   6.7  99 1017.3  25.4  25.9  20.4   MM   MM    MM
2023 09 01 15 00 100  8.0 11.0    MM    MM    MM  MM 1017.3  25.4  25.9  20.4   MM -0.0    MM
2023 09 01 14 50 100  8.0 10.0   2.6    10   6.7  93 1017.2  25.4  25.9  20.7   MM   MM    MM
2023 09 01 14 40 100  9.0 11.0    MM    MM    MM  MM 1017.2  25.4  25.9  20.4   MM   MM    MM
2023 09 01 14 30 100  9.0 12.0    MM    MM    MM  MM 1017.0  25.4  25.9  20.2   MM   MM    MM
2023 09 01 14 20 100 10.0 12.0   2.6     9   6.5 103 1017.0  25.4  25.9  20.1   MM   MM    MM
2023 09 01 14 10 100  9.0 11.0   2.6    MM   6.5 103 1016.9  25.5  25.9  20.5   MM   MM    MM
2023 09 01 14 00 100  9.0 11.0    MM    MM    MM  MM 1016.9  25.5  25.9  20.4   MM -1.2    MM
2023 09 01 13 50 100  9.0 11.0   2.6     9   6.7  95 1016.9  25.4  25.9  20.3   MM   MM    MM
2023 09 01 13 40 100  9.0 11.0    MM    MM    MM  MM 1017.0  25.4  25.9  20.6   MM   MM    MM
2023 09 01 13 30 100  8.0 10.0    MM    MM    MM  MM 1017.0  25.3  25.9  20.7   MM   MM    MM
2023 09 01 13 20 100  8.0 10.0   2.4    10   6.5 102 1017.1  25.3  25.9  20.7   MM   MM    MM
2023 09 01 13 10 100  8.0 10.0   2.4    MM   6.5 102 1017.0  25.3  25.9  20.6   MM   MM    MM
2023 09 01 13 00 100  8.0 10.0    MM    MM    MM  MM 1017.0  25.3  25.9  20.6   MM -1.4    MM
2023 09 01 12 50  90  8.0 10.0   2.4    10   6.3  96 1017.0  25.3  25.9  20.8   MM   MM    MM
2023 09 01 12 40  90  8.0 10.0    MM    MM    MM  MM 1017.1  25.3  25.9  20.6   MM   MM    MM
2023 09 01 12 30  90  9.0 11.0    MM    MM    MM  MM 1017.2  25.3  25.9  20.4   MM   MM    MM
2023 09 01 12 20  90  9.0 11.0   2.4    10   6.6 100 1017.4  25.3  25.9  20.5   MM   MM    MM
2023 09 01 12 10  90  9.0 11.0   2.4    MM   6.6 100 1017.4  25.3  25.9  20.7   MM   MM    MM
2023 09 01 12 00  90  9.0 11.0    MM    MM    MM  MM 1017.5  25.3  25.9  20.8   MM -1.2    MM
2023 09 01 11 50  90  8.0 10.0   2.4     9   6.5  98 1017.6  25.3  25.9  20.9   MM   MM    MM
2023 09 01 11 40  90  8.0 11.0    MM    MM    MM  MM 1017.7  25.3  25.9  20.8   MM   MM    MM
2023 09 01 11 30  90  8.0 10.0    MM    MM    MM  MM 1017.9  25.3  25.9  20.7   MM   MM    MM
2023 09 01 11 20  90  8.0 10.0   2.7    10   6.7  96 1017.9  25.4  25.9  20.9   MM   MM    MM
2023 09 01 11 10  90  8.0 10.0   2.7    MM   6.7  96 1018.0  25.4  25.9  20.6   MM   MM    MM
2023 09 01 11 00  90  8.0 11.0    MM    MM    MM  MM 1018.1  25.4  25.9  21.1   MM -0.9    MM
2023 09 01 10 50  90  8.0 10.0   2.5     8   6.3  98 1018.2  25.3  25.9  20.8   MM   MM    MM
2023 09 01 10 40  90  9.0 12.0    MM    MM    MM  MM 1018.2  25.4  25.9  20.7   MM   MM    MM
2023 09 01 10 30  80  9.0 10.0    MM    MM    MM  MM 1018.2  25.4  25.9  20.6   MM   MM    MM
2023 09 01 10 20  80  8.0 11.0   2.5     9   6.3  92 1018.3  25.4  25.9  20.7   MM   MM    MM
2023 09 01 10 10  90  8.0 10.0   2.5    MM   6.3  92 1018.3  25.4  26.0  20.6   MM   MM    MM
2023 09 01 10 00  90  8.0 10.0    MM    MM    MM  MM 1018.4  25.4  25.9  20.6   MM -0.4    MM
2023 09 01 09 50  80  8.0 10.0   2.6     9   6.7  96 1018.5  25.4  26.0  20.5   MM   MM    MM
2023 09 01 09 40  80  8.0 11.0   2.6    MM   6.7  96 1018.5  25.4  26.0  20.1   MM   MM    MM
2023 09 01 09 30  80  8.0 10.0    MM    MM    MM  MM 1018.6  25.4  26.0  20.1   MM   MM    MM
2023 09 01 09 20  90  9.0 11.0   2.4     9   6.3  98 1018.7  25.4  26.0  19.9   MM   MM    MM
2023 09 01 09 10  90  9.0 11.0   2.4    MM   6.3  98 1018.7  25.4  25.9  19.9   MM   MM    MM
2023 09 01 09 00  90  9.0 11.0    MM    MM    MM  MM 1018.7  25.5  26.0  19.8   MM +0.4    MM
2023 09 01 08 50  90  9.0 11.0   2.3     9   6.2  92 1018.7  25.4  26.0  19.8   MM   MM    MM
2023 09 01 08 40  80  9.0 11.0    MM    MM    MM  MM 1018.8  25.5  26.0  19.9   MM   MM    MM
2023 09 01 08 30  90  9.0 12.0    MM    MM    MM  MM 1018.8  25.6  26.0  19.5   MM   MM    MM
2023 09 01 08 20  90 10.0 12.0   2.5    10   6.4 100 1018.9  25.5  26.0  19.8   MM   MM    MM
2023 09 01 08 10  MM   MM   MM    MM    MM    MM  MM 1019.1    MM    MM    MM   MM   MM    MM
2023 09 01 08 00  80 10.0 12.0    MM    MM    MM  MM 1019.0  25.7  26.0  20.1   MM +1.3    MM
2023 09 01 07 50  80 10.0 12.0   2.5     9   6.5  97 1019.1  25.7  26.0  20.1   MM   MM    MM
2023 09 01 07 40  MM   MM   MM   2.5    MM   6.5  97 1019.0    MM  26.0    MM   MM   MM    MM
2023 09 01 07 30  80 10.0 13.0    MM    MM    MM  MM 1019.1  25.6  26.0  20.1   MM   MM    MM
2023 09 01 07 20  80  9.0 12.0   2.5    10   6.5 112 1019.0  25.7  26.0  20.6   MM   MM    MM
2023 09 01 07 10  80 10.0 13.0   2.5    MM   6.5 112 1018.9  25.7  26.0  20.4   MM   MM    MM
2023 09 01 07 00  80 10.0 13.0    MM    MM    MM  MM 1018.8  25.7  26.0  20.5   MM +1.6    MM
2023 09 01 06 50  80 11.0 13.0   2.3    10   6.3  87 1018.7  25.6    MM  20.8   MM   MM    MM
2023 09 01 06 40  80  9.0 11.0   2.3    MM   6.3  87 1018.7  25.6  26.0  21.3   MM   MM    MM
2023 09 01 06 30  90  8.0 11.0    MM    MM    MM  MM 1018.6  25.6  26.0  21.3   MM   MM    MM
2023 09 01 06 20  MM   MM   MM   2.7    MM   6.9 101 1018.5    MM  26.0    MM   MM   MM    MM
2023 09 01 06 10  90  9.0 11.0   2.7    MM   6.9 101 1018.4  25.6  26.0  21.0   MM   MM    MM
2023 09 01 06 00  90  9.0 11.0    MM    MM    MM  MM 1018.3  25.6    MM  21.1   MM +1.4    MM
2023 09 01 05 50  90  8.0 10.0   2.4     9   6.4  98 1018.2  25.4  26.0  21.5   MM   MM    MM
2023 09 01 05 40  80  8.0 10.0   2.4    MM   6.4  98 1018.0  25.4  26.0  21.5   MM   MM    MM
2023 09 01 05 30  80  8.0 10.0    MM    MM    MM  MM 1017.9  25.4  26.0  21.3   MM   MM    MM
2023 09 01 05 20  80  8.0 11.0   2.5     9   6.5  96 1017.7  25.3  26.0  21.1   MM   MM    MM
2023 09 01 05 10  80  9.0 11.0    MM    MM    MM  MM 1017.7  25.3  26.0  21.1   MM   MM    MM
2023 09 01 05 00  80  9.0 11.0    MM    MM    MM  MM 1017.7  25.3  26.0  21.1   MM +0.7    MM
2023 09 01 04 50  80  9.0 11.0   2.5     9   6.5  97 1017.6  25.3  26.0  21.2   MM   MM    MM
2023 09 01 04 40  80  9.0 11.0    MM    MM    MM  MM 1017.6  25.3  26.0  20.8   MM   MM    MM
2023 09 01 04 30  70  9.0 12.0    MM    MM    MM  MM 1017.5  25.1  26.0  20.8   MM   MM    MM
2023 09 01 04 20  70 10.0 12.0   2.5    10   6.4  99 1017.3  25.0  26.0  21.3   MM   MM    MM
2023 09 01 04 10  80  9.0 12.0   2.5    MM   6.4  99 1017.1  24.8  26.0  21.4   MM   MM    MM
2023 09 01 04 00  80  9.0 11.0    MM    MM    MM  MM 1017.2  24.9  26.0  21.3   MM +0.3    MM
2023 09 01 03 50  80  8.0 10.0   2.5     9   6.5 100 1017.2  25.0  26.0  21.7   MM   MM    MM
2023 09 01 03 40  70  9.0 12.0    MM    MM    MM  MM 1017.1  25.3  26.0  21.3   MM   MM    MM
2023 09 01 03 30  70  8.0 10.0    MM    MM    MM  MM 1017.1  25.4  26.0  21.3   MM   MM    MM
2023 09 01 03 20  70  9.0 11.0   2.7     9   6.5  92 1017.1  25.3  26.1  21.5   MM   MM    MM
2023 09 01 03 10  70  9.0 13.0   2.7    MM   6.5  92 1017.1  25.5  26.0  21.5   MM   MM    MM
2023 09 01 03 00  80  8.0 10.0    MM    MM    MM  MM 1016.9  25.5  26.1  21.3   MM -0.5    MM
2023 09 01 02 50  80  8.0 11.0   2.3     9   6.4  87 1017.0  25.5  26.1  21.4   MM   MM    MM
2023 09 01 02 40  70  9.0 11.0    MM    MM    MM  MM 1016.9  25.5  26.1  21.3   MM   MM    MM
2023 09 01 02 30  70  8.0 11.0    MM    MM    MM  MM 1017.0  25.1  26.0  21.3   MM   MM    MM
2023 09 01 02 20  70  9.0 12.0   2.5     9   6.5  95 1017.1  25.3  26.0  21.6   MM   MM    MM
2023 09 01 02 10  70  8.0 11.0   2.5    MM   6.5  95 1017.0  25.4  26.0  21.7   MM   MM    MM
2023 09 01 02 00  80  9.0 11.0    MM    MM    MM  MM 1017.0  25.6  26.0  21.1   MM -0.9    MM
2023 09 01 01 50  70  9.0 11.0   2.3     8   6.3  94 1016.9  25.5  26.0  21.3   MM   MM    MM
2023 09 01 01 40  80  9.0 11.0    MM    MM    MM  MM 1016.9  25.5  26.0  21.1   MM   MM    MM
2023 09 01 01 30  70  9.0 11.0    MM    MM    MM  MM 1016.9  25.5  26.0  21.2   MM   MM    MM
2023 09 01 01 20  80  9.0 11.0   2.6     9   6.7 100 1016.9  25.5  26.0  21.2   MM   MM    MM
2023 09 01 01 10  80  8.0 11.0   2.6    MM   6.7 100 1017.0  25.5  26.0  21.7   MM   MM    MM
2023 09 01 01 00  70  9.0 11.0    MM    MM    MM  MM 1016.9  25.4  26.0  21.6   MM -1.8    MM
2023 09 01 00 50  80  8.0 10.0   2.4     9   6.6 101 1017.0  25.6  26.0  21.0   MM   MM    MM
2023 09 01 00 40  80  8.0 10.0    MM    MM    MM  MM 1017.0  25.5  26.0  20.9   MM   MM    MM
2023 09 01 00 30  80  8.0 10.0    MM    MM    MM  MM 1017.1  25.5  26.0  20.9   MM   MM    MM
2023 09 01 00 20  80  8.0 11.0   2.5     9   6.8 101 1017.2  25.5  26.0  20.9   MM   MM    MM
2023 09 01 00 10  80  9.0 11.0   2.5    MM   6.8 101 1017.2  25.5  26.0  20.9   MM   MM    MM
2023 09 01 00 00  80  8.0 10.0    MM    MM    MM  MM 1017.4  25.4  26.0  21.2   MM -1.6    MM
2023 08 31 23 50  80  6.0 10.0   2.4     9   6.6 106 1017.4  24.8  26.0  21.6   MM   MM    MM
2023 08 31 23 40  80  5.0  8.0    MM    MM    MM  MM 1017.5  23.9  26.0  21.0   MM   MM    MM
2023 08 31 23 00  70  7.0  9.0   2.5    MM   6.6 100 1017.9  25.1  26.0  20.8   MM -0.9    MM
2023 08 31 22 50  70  7.0 10.0   2.4     9   6.7  97 1018.0  25.2  26.0  20.6   MM   MM    MM
2023 08 31 22 40  80  8.0 10.0    MM    MM    MM  MM 1018.1  25.2  26.0  20.4   MM   MM    MM
2023 08 31 22 30  80  8.0 10.0    MM    MM    MM  MM 1018.2  25.3  26.0  20.0   MM   MM    MM
2023 08 31 22 20  70  7.0 10.0   2.3     9   6.4  97 1018.4  25.2  26.0  20.0   MM   MM    MM
2023 08 31 22 10  60  8.0  9.0   2.3    MM   6.4  97 1018.6  24.8  26.0  19.5   MM   MM    MM
2023 08 31 22 00  60  9.0 12.0    MM    MM    MM  MM 1018.7  24.3  26.0  20.3   MM +0.0    MM
2023 08 31 21 50  70  8.0 14.0   2.2     9   6.2 102 1018.8  24.9  26.0  20.1   MM   MM    MM
2023 08 31 21 40  MM   MM   MM    MM    MM    MM  MM 1018.9    MM    MM    MM   MM   MM    MM
2023 08 31 21 30  60  9.0 12.0    MM    MM    MM  MM 1019.0  24.6  26.0  19.7   MM   MM    MM
2023 08 31 21 20  60 11.0 14.0   2.3     9   6.2  96 1019.1  24.5  26.0  19.6   MM   MM    MM
2023 08 31 21 10  70 10.0 13.0   2.3    MM   6.2  96 1019.1  24.8  26.0  19.9   MM   MM    MM
2023 08 31 21 00  70  9.0 12.0    MM    MM    MM  MM 1019.0  25.0  26.0  20.7   MM +0.0    MM
2023 08 31 20 50  80  8.0 10.0   2.5     8   6.3  96 1019.1  25.6  26.0  20.6   MM   MM    MM
2023 08 31 20 40  80  9.0 11.0    MM    MM    MM  MM 1019.0  25.6  26.0  20.5   MM   MM    MM
2023 08 31 20 30  80  9.0 11.0    MM    MM    MM  MM 1019.0  25.7  26.0  20.7   MM   MM    MM
2023 08 31 20 20  80  8.0 11.0   2.4     8   6.3  98 1019.0  25.6  26.0  20.7   MM   MM    MM
2023 08 31 20 10  90  8.0 11.0   2.4    MM   6.3  98 1018.9  25.7  26.0  20.7   MM   MM    MM
2023 08 31 20 00  90  9.0 12.0    MM    MM    MM  MM 1018.8  25.7    MM  20.3   MM +0.3    MM
2023 08 31 19 50  90  8.0 11.0   2.4     9   6.4 101 1018.9  25.7  26.0  19.9   MM   MM    MM
2023 08 31 19 40  90  8.0 11.0   2.4    MM   6.4 101 1018.8  25.7  26.0  19.8   MM   MM    MM
2023 08 31 19 30  90  8.0 10.0    MM    MM    MM  MM 1018.8  25.7  26.0  19.7   MM   MM    MM
2023 08 31 19 20  90  8.0 10.0   2.6    MM   6.5  99 1018.9  25.6  26.0  20.2   MM   MM    MM
2023 08 31 19 10  MM   MM   MM   2.6     8   6.5  99     MM    MM    MM    MM   MM   MM    MM
2023 08 31 19 00  90  8.0 11.0    MM    MM    MM  MM 1018.7  25.5  26.0  20.5   MM +0.4    MM
2023 08 31 18 50  90  8.0 10.0   2.5     9   6.4 104 1018.7  25.5  25.9  20.4   MM   MM    MM
2023 08 31 18 40  90  8.0 10.0   2.5    MM   6.4 104 1018.8  25.6  25.9  20.3   MM   MM    MM
2023 08 31 18 30  90  9.0 11.0    MM    MM    MM  MM 1018.8  25.5  25.9  20.2   MM   MM    MM
2023 08 31 18 20  90  9.0 12.0   2.5     9   6.5 105 1018.8  25.5  25.9  20.2   MM   MM    MM
2023 08 31 18 10  90  8.0 10.0   2.5    MM   6.5 105 1018.9  25.4  25.9  20.1   MM   MM    MM
2023 08 31 18 00  90  8.0 11.0    MM    MM    MM  MM 1018.9  25.2  25.9  20.4   MM +0.6    MM
2023 08 31 17 50  90  8.0  9.0   2.7     8   6.5  92 1018.8  25.0  25.9  20.2   MM   MM    MM
2023 08 31 17 40  80  8.0 10.0    MM    MM    MM  MM 1018.8  25.0  25.9  19.5   MM   MM    MM
2023 08 31 17 30  90  9.0 14.0    MM    MM    MM  MM 1018.7  24.6  25.9  19.5   MM   MM    MM
2023 08 31 17 20  80 11.0 15.0   2.3     9   6.1 100 1018.7  24.7  25.9  20.6   MM   MM    MM
2023 08 31 17 10 100  8.0 10.0   2.3    MM   6.1 100 1018.7  25.0  25.9  21.0   MM   MM    MM
2023 08 31 17 00 100  8.0 10.0    MM    MM    MM  MM 1018.5  25.1  25.9  20.9   MM +0.3    MM
2023 08 31 16 50 100  9.0 11.0   2.5     9   6.3 107 1018.5  25.1  25.9  20.8   MM   MM    MM
2023 08 31 16 40  90  9.0 11.0    MM    MM    MM  MM 1018.5  25.2  25.9  20.8   MM   MM    MM
2023 08 31 16 30  80  9.0 11.0    MM    MM    MM  MM 1018.5  25.2  25.9  20.8   MM   MM    MM
2023 08 31 16 20  80  9.0 12.0   2.7     8   6.4 107 1018.3  25.1  25.9  20.8   MM   MM    MM
2023 08 31 16 10  80 10.0 12.0   2.7    MM   6.4 107 1018.3  25.2  25.9  20.8   MM   MM    MM
2023 08 31 16 00  80  9.0 12.0    MM    MM    MM  MM 1018.3  25.1  25.9  20.3   MM -0.5    MM
2023 08 31 15 50  80  8.0 11.0   2.7     8   6.3  99 1018.3  24.9  25.9  20.4   MM   MM    MM
2023 08 31 15 40  70  7.0  9.0   2.7    MM   6.3  99 1018.3  24.6  25.9  19.9   MM   MM    MM
2023 08 31 15 30  70 10.0 14.0    MM    MM    MM  MM 1018.3  23.9  25.9  20.1   MM   MM    MM
2023 08 31 15 20  70 13.0 15.0   2.5     8   6.1  94 1018.3  23.8  25.9  20.7   MM   MM    MM
2023 08 31 15 10  70 12.0 16.0   2.5    MM   6.1  94 1018.3  23.5  25.9  20.9   MM   MM    MM
2023 08 31 15 00  80 10.0 16.0    MM    MM    MM  MM 1018.3  24.4  25.9  21.0   MM -1.0    MM
2023 08 31 14 50  80  9.0 11.0   2.6     9   6.3 105 1018.3  24.5  26.0  20.7   MM   MM    MM
2023 08 31 14 40  90 10.0 13.0   2.6    MM   6.3 105 1018.2  24.2  26.0  21.0   MM   MM    MM
2023 08 31 14 30 100 11.0 15.0    MM    MM    MM  MM 1018.2  24.3  26.0  21.4   MM   MM    MM
2023 08 31 14 20  70  9.0 13.0   2.3     7   5.8  92 1018.1  25.2  26.0  20.9   MM   MM    MM
2023 08 31 14 10  60  9.0 12.0   2.3    MM   5.8  92 1018.1  25.2  26.0  21.0   MM   MM    MM
2023 08 31 14 00  70 10.0 12.0    MM    MM    MM  MM 1018.2  25.2  26.0  20.9   MM -1.5    MM
2023 08 31 13 50  70  9.0 12.0   2.6     9   6.1  98 1018.2  25.2  26.0  20.8   MM   MM    MM
2023 08 31 13 40  70  9.0 12.0    MM    MM    MM  MM 1018.3  25.2  26.0  20.7   MM   MM    MM
2023 08 31 13 30  70  9.0 12.0    MM    MM    MM  MM 1018.3  25.2  26.0  20.9   MM   MM    MM
2023 08 31 13 20  70  9.0 11.0   2.5     8   6.2 102 1018.5  25.1  26.0  20.7   MM   MM    MM
2023 08 31 13 10  80  9.0 11.0    MM    MM    MM  MM 1018.6  25.1  26.0  20.8   MM   MM    MM
2023 08 31 13 00  80 10.0 12.0    MM    MM    MM  MM 1018.8  25.1  26.0  20.7   MM -1.3    MM
2023 08 31 12 50  90 11.0 13.0   2.3     9   5.9 104 1018.8  24.8  26.0  21.0   MM   MM    MM
2023 08 31 12 40  90 11.0 14.0    MM    MM    MM  MM 1018.9  24.4  26.0  21.4   MM   MM    MM
2023 08 31 12 30  80 11.0 14.0    MM    MM    MM  MM 1019.0  25.1    MM  20.9   MM   MM    MM
2023 08 31 12 20  70 10.0 12.0   2.5     8   6.0 100 1019.1  25.5  26.0  20.2   MM   MM    MM
2023 08 31 12 10  70 10.0 13.0   2.5    MM   6.0 100 1019.2  25.5  26.0  20.2   MM   MM    MM
2023 08 31 12 00  70 10.0 13.0    MM    MM    MM  MM 1019.3  25.5  26.0  20.5   MM -1.3    MM
2023 08 31 11 50  70  9.0 12.0   2.2     7   5.7  87 1019.4  25.5  26.0  20.5   MM   MM    MM
2023 08 31 11 40  70  9.0 12.0   2.2    MM   5.7  87 1019.5  25.5  26.0  20.6   MM   MM    MM
2023 08 31 11 30  70  9.0 12.0    MM    MM    MM  MM 1019.4  25.5  26.0  20.7   MM   MM    MM
2023 08 31 11 20  70 10.0 12.0   2.5     8   5.9 102 1019.5  25.5  26.0  20.3   MM   MM    MM
2023 08 31 11 10  70 10.0 13.0   2.5    MM   5.9 102 1019.6  25.6  26.0  20.4   MM   MM    MM
2023 08 31 11 00  70 10.0 12.0    MM    MM    MM  MM 1019.7  25.5  26.0  20.5   MM -1.0    MM
2023 08 31 10 50  70 10.0 13.0   2.3     8   6.0 103 1019.8  25.6  26.0  20.6   MM   MM    MM
2023 08 31 10 40  70 10.0 12.0   2.3    MM   6.0 103 1019.9  25.6  26.0  21.0   MM   MM    MM
2023 08 31 10 30  70  9.0 12.0    MM    MM    MM  MM 1019.9  25.5  26.0  20.8   MM   MM    MM
2023 08 31 10 20  70  9.0 12.0   2.3     8   5.7 105 1020.0  25.5  26.0  20.8   MM   MM    MM
2023 08 31 10 10  80  9.0 12.0   2.3    MM   5.7 105 1020.0  25.6  26.0  20.8   MM   MM    MM
2023 08 31 10 00  80  9.0 12.0    MM    MM    MM  MM 1020.1  25.6  26.0  20.5   MM -0.4    MM
2023 08 31 09 50  70 10.0 12.0   2.3     8   6.0 100 1020.2  25.7  26.0  20.1   MM   MM    MM
2023 08 31 09 40  80 10.0 12.0    MM    MM    MM  MM 1020.3  25.7  26.0  20.2   MM   MM    MM
2023 08 31 09 30  80 10.0 12.0    MM    MM    MM  MM 1020.4  25.6  26.0  20.3   MM   MM    MM
2023 08 31 09 20  70 10.0 13.0   2.3     8   5.9  99 1020.5  25.7  26.0  20.3   MM   MM    MM
2023 08 31 09 10  80 10.0 13.0   2.3    MM   5.9  99 1020.5  25.6  26.0  20.1   MM   MM    MM
2023 08 31 09 00  70 10.0 13.0    MM    MM    MM  MM 1020.6  25.6  26.0  20.5   MM +0.5    MM
2023 08 31 08 50  80 10.0 12.0   2.2     9   5.8 111 1020.7  25.6  26.0  20.8   MM   MM    MM
2023 08 31 08 40  80 10.0 13.0   2.2    MM   5.8 111 1020.6  25.7  26.0  20.7   MM   MM    MM
2023 08 31 08 30  80 10.0 12.0    MM    MM    MM  MM 1020.7  25.7  26.0  20.7   MM   MM    MM
2023 08 31 08 20  80 10.0 13.0   2.4     8   6.0 102 1020.7  25.7  26.0  20.6   MM   MM    MM
2023 08 31 08 10  80 10.0 13.0   2.4    MM   6.0 102 1020.7  25.7  26.0  20.5   MM   MM    MM
2023 08 31 08 00  90 10.0 12.0    MM    MM    MM  MM 1020.7  25.7  26.0  21.1   MM +1.3    MM
2023 08 31 07 50  90 10.0 13.0   2.2     8   6.0 104 1020.7  25.7  26.0  20.9   MM   MM    MM
2023 08 31 07 40  90 10.0 13.0    MM    MM    MM  MM 1020.7  25.7  26.0  21.3   MM   MM    MM
2023 08 31 07 30  90 10.0 12.0    MM    MM    MM  MM 1020.7  25.7  26.0  21.1   MM   MM    MM
2023 08 31 07 20  80 10.0 13.0   2.3     8   6.0 107 1020.7  25.6  26.0  21.3   MM   MM    MM
2023 08 31 07 10  80  9.0 11.0   2.3    MM   6.0 107 1020.6  25.4  26.0  21.8   MM   MM    MM
2023 08 31 07 00  80  9.0 12.0    MM    MM    MM  MM 1020.5  25.3  26.0  21.6   MM +1.5    MM
2023 08 31 06 50  80 10.0 12.0   2.4     8   6.3 105 1020.5  25.4  26.0  21.6   MM   MM    MM
2023 08 31 06 40  80  9.0 11.0    MM    MM    MM  MM 1020.4  25.2  26.0  21.6   MM   MM    MM
2023 08 31 06 30  80  9.0 11.0    MM    MM    MM  MM 1020.3  25.1  26.0  20.8   MM   MM    MM
2023 08 31 06 20  80 11.0 14.0   2.3     8   6.0 100 1020.3  24.5  26.0  20.9   MM   MM    MM
2023 08 31 06 10  80 12.0 15.0   2.3    MM   6.0 100 1020.3  24.9  26.0  21.4   MM   MM    MM
2023 08 31 06 00  60  9.0 11.0    MM    MM    MM  MM 1020.1  25.7  26.0  21.4   MM +1.3    MM
2023 08 31 05 50  70  9.0 11.0   2.4     8   6.1 103 1019.9  25.7  26.0  21.2   MM   MM    MM
2023 08 31 05 40  70  9.0 12.0    MM    MM    MM  MM 1019.8  25.7  26.0  21.3   MM   MM    MM
2023 08 31 05 30  70  9.0 12.0    MM    MM    MM  MM 1019.8  25.7  26.0  21.3   MM   MM    MM
2023 08 31 05 20  70  9.0 11.0   2.3     7   6.2  96 1019.6  25.6  26.0  21.3   MM   MM    MM
2023 08 31 05 10  70  8.0 11.0   2.3    MM   6.2  96 1019.6  25.6  26.0  21.5   MM   MM    MM
2023 08 31 05 00  70  8.0 10.0    MM    MM    MM  MM 1019.4  25.5  26.0  21.6   MM +0.3    MM
2023 08 31 04 50  70  8.0 11.0   2.3     8   6.2 111 1019.3  25.5  26.0  21.5   MM   MM    MM
2023 08 31 04 40  70  9.0 11.0    MM    MM    MM  MM 1019.2  25.5  26.0  21.3   MM   MM    MM
2023 08 31 04 30  70  8.0 10.0    MM    MM    MM  MM 1019.1  25.5  26.0  21.5   MM   MM    MM
2023 08 31 04 20  70  8.0 11.0   2.3     8   6.3 101 1019.0  25.5  26.0  21.4   MM   MM    MM
2023 08 31 04 10  70  8.0 10.0   2.3    MM   6.3 101 1019.1  25.5  26.0  21.5   MM   MM    MM
2023 08 31 04 00  70  8.0 10.0    MM    MM    MM  MM 1019.0  25.5  26.1  21.5   MM +0.0    MM
2023 08 31 03 50  70  8.0 10.0   2.1     8   6.1 115 1019.0  25.6  26.1  21.3   MM   MM    MM
2023 08 31 03 40  80  8.0 10.0    MM    MM    MM  MM 1018.9  25.7  26.1  21.3   MM   MM    MM
2023 08 31 03 30  80  8.0 10.0    MM    MM    MM  MM 1018.9  25.7  26.1  21.2   MM   MM    MM
2023 08 31 03 20  80  8.0 11.0   2.3     8   6.4 111 1018.8  25.7  26.1  21.2   MM   MM    MM
2023 08 31 03 10  80  8.0 10.0   2.3    MM   6.4 111 1018.8  25.7  26.1  20.9   MM   MM    MM
2023 08 31 03 00  80  8.0 11.0    MM    MM    MM  MM 1018.8  25.8  26.1  20.8   MM -0.8    MM
2023 08 31 02 50  80  8.0 10.0   2.3     8   6.2 116 1018.8  25.8  26.1  20.8   MM   MM    MM
2023 08 31 02 40  80  8.0 10.0   2.3    MM   6.2 116 1018.8  25.8  26.1  21.0   MM   MM    MM
2023 08 31 02 30  70  8.0  9.0    MM    MM    MM  MM 1018.9  25.6  26.1  21.5   MM   MM    MM
2023 08 31 02 20  70  7.0  9.0   2.2     8   6.2 116 1018.9  25.4  26.1  22.0   MM   MM    MM
